CRID,Witness_Gender,Witness_Age,Witness_Race,FOIA_Request_Number,Report_Produced_Date
1057244,M,83.64657534246575,BLACK,FOIA 14-5509,2015-08-03
1057245,M,22.71780821917808,BLACK,FOIA 14-5509,2015-08-03
1057246,F,28.430136986301367,BLACK,FOIA 14-5509,2015-08-03
1057247,M,37.31780821917808,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057248,M,42.87945205479452,BLACK,FOIA 14-5509,2015-08-03
1057249,M,58.08767123287671,BLACK,FOIA 14-5509,2015-08-03
1057251,M,48.62465753424657,BLACK,FOIA 14-5509,2015-08-03
1057253,M,36.49041095890411,BLACK,FOIA 14-5509,2015-08-03
1057257,F,44.51232876712329,BLACK,FOIA 14-5509,2015-08-03
1057259,M,48.536986301369865,BLACK,FOIA 14-5509,2015-08-03
1057260,F,29.517808219178082,WHITE,FOIA 14-5509,2015-08-03
1057262,M,35.30958904109589,BLACK,FOIA 14-5509,2015-08-03
1057263,M,54.134246575342466,WHITE,FOIA 14-5509,2015-08-03
1057265,F,44.12328767123287,BLACK,FOIA 14-5509,2015-08-03
1057266,F,80.23287671232877,BLACK,FOIA 14-5509,2015-08-03
1057268,F,64.84657534246575,BLACK,FOIA 14-5509,2015-08-03
1057269,F,41.62465753424657,BLACK,FOIA 14-5509,2015-08-03
1057271,F,30.06849315068493,BLACK,FOIA 14-5509,2015-08-03
1057274,F,57.556164383561644,BLACK,FOIA 14-5509,2015-08-03
1057275,F,43.980821917808214,BLACK,FOIA 14-5509,2015-08-03
1057276,F,58.97808219178082,WHITE,FOIA 14-5509,2015-08-03
1057279,M,35.74520547945206,BLACK,FOIA 14-5509,2015-08-03
1057280,M,22.865753424657534,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1057281,F,37.2,BLACK,FOIA 14-5509,2015-08-03
1057282,M,51.55068493150685,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057286,F,61.97534246575343,WHITE,FOIA 14-5509,2015-08-03
1057289,M,74.10958904109589,BLACK,FOIA 14-5509,2015-08-03
1057290,M,24.460273972602742,BLACK,FOIA 14-5509,2015-08-03
1057292,M,43.15890410958904,BLACK,FOIA 14-5509,2015-08-03
1057293,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057294,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057297,F,50.553424657534244,BLACK,FOIA 14-5509,2015-08-03
1057299,M,,BLACK,FOIA 14-5509,2015-08-03
1057300,F,51.43561643835616,HISPANIC,FOIA 14-5509,2015-08-03
1057301,M,20.843835616438355,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057304,M,62.46301369863014,WHITE,FOIA 14-5509,2015-08-03
1057309,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057310,M,39.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1057313,F,40.252054794520554,BLACK,FOIA 14-5509,2015-08-03
1057314,M,48.01095890410959,BLACK,FOIA 14-5509,2015-08-03
1057316,F,39.50410958904109,WHITE,FOIA 14-5509,2015-08-03
1057317,F,44.99178082191781,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057318,F,49.61917808219179,BLACK,FOIA 14-5509,2015-08-03
1057320,M,44.91780821917808,WHITE,FOIA 14-5509,2015-08-03
1057322,M,53.33424657534247,BLACK,FOIA 14-5509,2015-08-03
1057323,M,46.48219178082192,WHITE,FOIA 14-5509,2015-08-03
1057325,F,38.66575342465753,WHITE,FOIA 14-5509,2015-08-03
1057326,F,38.446575342465756,BLACK,FOIA 14-5509,2015-08-03
1057327,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057329,M,,BLACK,FOIA 14-5509,2015-08-03
1057330,F,68.29041095890412,BLACK,FOIA 14-5509,2015-08-03
1057332,M,53.33698630136986,BLACK,FOIA 14-5509,2015-08-03
1057333,M,40.85205479452055,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057337,M,20.895890410958906,BLACK,FOIA 14-5509,2015-08-03
1057340,M,,BLACK,FOIA 14-5509,2015-08-03
1057341,F,58.4958904109589,WHITE,FOIA 14-5509,2015-08-03
1057344,M,33.14520547945206,BLACK,FOIA 14-5509,2015-08-03
1057346,M,27.484931506849318,BLACK,FOIA 14-5509,2015-08-03
1057349,F,42.364383561643834,BLACK,FOIA 14-5509,2015-08-03
1057351,F,25.83013698630137,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057352,M,24.92328767123288,BLACK,FOIA 14-5509,2015-08-03
1057354,M,37.86027397260274,BLACK,FOIA 14-5509,2015-08-03
1057356,M,56.20821917808219,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057362,F,,BLACK,FOIA 14-5509,2015-08-03
1057363,F,39.76438356164384,WHITE,FOIA 14-5509,2015-08-03
1057365,M,,BLACK,FOIA 14-5509,2015-08-03
1057366,F,67.03287671232877,WHITE,FOIA 14-5509,2015-08-03
1057367,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057370,M,57.0958904109589,WHITE,FOIA 14-5509,2015-08-03
1057374,M,26.46849315068493,BLACK,FOIA 14-5509,2015-08-03
1057376,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057378,F,50.608219178082194,BLACK,FOIA 14-5509,2015-08-03
1057379,F,32.895890410958906,BLACK,FOIA 14-5509,2015-08-03
1057380,M,33.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1057381,F,,BLACK,FOIA 14-5509,2015-08-03
1057382,M,29.27397260273973,BLACK,FOIA 14-5509,2015-08-03
1057387,M,54.172602739726024,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057388,M,23.47945205479452,BLACK,FOIA 14-5509,2015-08-03
1057390,M,52.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1057391,F,56.43013698630137,WHITE,FOIA 14-5509,2015-08-03
1057393,F,,BLACK,FOIA 14-5509,2015-08-03
1057394,M,35.68767123287672,BLACK,FOIA 14-5509,2015-08-03
1057395,M,35.68767123287672,BLACK,FOIA 14-5509,2015-08-03
1057396,M,40.73972602739726,WHITE,FOIA 14-5509,2015-08-03
1057397,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057398,F,31.526027397260272,BLACK,FOIA 14-5509,2015-08-03
1057400,M,43.205479452054796,BLACK,FOIA 14-5509,2015-08-03
1057403,M,25.490410958904107,WHITE,FOIA 14-5509,2015-08-03
1057404,F,36.25479452054795,BLACK,FOIA 14-5509,2015-08-03
1057411,M,31.21369863013699,BLACK,FOIA 14-5509,2015-08-03
1057412,F,41.14794520547945,BLACK,FOIA 14-5509,2015-08-03
1057415,F,46.63287671232877,BLACK,FOIA 14-5509,2015-08-03
1057417,F,26.517808219178082,BLACK,FOIA 14-5509,2015-08-03
1057419,M,35.701369863013696,WHITE,FOIA 14-5509,2015-08-03
1057420,M,42.531506849315065,BLACK,FOIA 14-5509,2015-08-03
1057421,F,40.45205479452055,BLACK,FOIA 14-5509,2015-08-03
1057422,M,38.87397260273973,BLACK,FOIA 14-5509,2015-08-03
1057423,M,48.345205479452055,BLACK,FOIA 14-5509,2015-08-03
1057424,M,29.912328767123284,BLACK,FOIA 14-5509,2015-08-03
1057425,M,28.16986301369863,WHITE,FOIA 14-5509,2015-08-03
1057426,M,63.06301369863014,BLACK,FOIA 14-5509,2015-08-03
1057427,M,34.57808219178082,WHITE,FOIA 14-5509,2015-08-03
1057428,F,78.08493150684932,BLACK,FOIA 14-5509,2015-08-03
1057429,M,23.65753424657534,BLACK,FOIA 14-5509,2015-08-03
1057430,M,22.353424657534248,BLACK,FOIA 14-5509,2015-08-03
1057432,F,,BLACK,FOIA 14-5509,2015-08-03
1057436,M,32.534246575342465,BLACK,FOIA 14-5509,2015-08-03
1057437,M,57.24109589041096,HISPANIC,FOIA 14-5509,2015-08-03
1057439,F,35.92602739726027,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1057440,M,37.298630136986304,BLACK,FOIA 14-5509,2015-08-03
1057441,F,51.99452054794521,WHITE,FOIA 14-5509,2015-08-03
1057444,M,64.28219178082192,WHITE,FOIA 14-5509,2015-08-03
1057446,M,37.413698630136984,BLACK,FOIA 14-5509,2015-08-03
1057449,F,50.77534246575343,BLACK,FOIA 14-5509,2015-08-03
1057450,F,23.501369863013696,BLACK,FOIA 14-5509,2015-08-03
1057457,F,42.019178082191786,BLACK,FOIA 14-5509,2015-08-03
1057458,M,23.602739726027398,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1057460,M,57.92328767123288,BLACK,FOIA 14-5509,2015-08-03
1057461,F,35.21095890410959,BLACK,FOIA 14-5509,2015-08-03
1057462,F,48.9013698630137,BLACK,FOIA 14-5509,2015-08-03
1057465,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057466,M,30.794520547945204,BLACK,FOIA 14-5509,2015-08-03
1057469,F,,BLACK,FOIA 14-5509,2015-08-03
1057470,M,21.572602739726026,BLACK,FOIA 14-5509,2015-08-03
1057471,M,42.97260273972603,WHITE,FOIA 14-5509,2015-08-03
1057472,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057473,F,49.96712328767123,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1057475,F,48.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1057476,X,,UNKNOWN,FOIA 14-5509,2015-08-03
1057476,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057483,M,41.323287671232876,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057486,M,43.347945205479455,BLACK,FOIA 14-5509,2015-08-03
1057487,M,59.52876712328767,WHITE,FOIA 14-5509,2015-08-03
1057488,F,81.9917808219178,BLACK,FOIA 14-5509,2015-08-03
1057489,F,56.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1057490,M,41.55890410958904,BLACK,FOIA 14-5509,2015-08-03
1057491,F,27.895890410958906,BLACK,FOIA 14-5509,2015-08-03
1057494,M,28.016438356164386,BLACK,FOIA 14-5509,2015-08-03
1057497,M,26.443835616438356,BLACK,FOIA 14-5509,2015-08-03
1057499,M,,WHITE,FOIA 14-5509,2015-08-03
1057500,M,49.97534246575343,UNKNOWN,FOIA 14-5509,2015-08-03
1057502,F,43.83013698630137,WHITE,FOIA 14-5509,2015-08-03
1057504,M,,BLACK,FOIA 14-5509,2015-08-03
1057505,M,48.605479452054794,BLACK,FOIA 14-5509,2015-08-03
1057514,F,32.156164383561645,BLACK,FOIA 14-5509,2015-08-03
1057515,M,45.487671232876714,BLACK,FOIA 14-5509,2015-08-03
1057516,F,64.18082191780822,BLACK,FOIA 14-5509,2015-08-03
1057517,M,38.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1057519,M,56.69315068493151,BLACK,FOIA 14-5509,2015-08-03
1057520,M,44.11780821917808,BLACK,FOIA 14-5509,2015-08-03
1057522,F,76.5095890410959,BLACK,FOIA 14-5509,2015-08-03
1057523,M,53.83561643835617,BLACK,FOIA 14-5509,2015-08-03
1057525,M,43.224657534246575,BLACK,FOIA 14-5509,2015-08-03
1057527,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057529,F,50.22191780821918,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057531,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057532,F,53.849315068493155,BLACK,FOIA 14-5509,2015-08-03
1057533,M,,BLACK,FOIA 14-5509,2015-08-03
1057535,F,25.2027397260274,WHITE,FOIA 14-5509,2015-08-03
1057536,F,43.112328767123294,BLACK,FOIA 14-5509,2015-08-03
1057538,F,,BLACK,FOIA 14-5509,2015-08-03
1057539,M,57.49315068493151,BLACK,FOIA 14-5509,2015-08-03
1057540,M,80.75890410958904,WHITE,FOIA 14-5509,2015-08-03
1057541,F,46.586301369863016,BLACK,FOIA 14-5509,2015-08-03
1057543,F,34.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1057546,M,29.98904109589041,BLACK,FOIA 14-5509,2015-08-03
1057549,F,50.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1057550,M,57.112328767123294,BLACK,FOIA 14-5509,2015-08-03
1057552,F,83.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1057554,F,22.627397260273973,BLACK,FOIA 14-5509,2015-08-03
1057556,F,36.05205479452055,WHITE,FOIA 14-5509,2015-08-03
1057557,M,58.24657534246576,BLACK,FOIA 14-5509,2015-08-03
1057558,M,30.128767123287673,BLACK,FOIA 14-5509,2015-08-03
1057559,M,53.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1057560,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057565,F,35.50684931506849,BLACK,FOIA 14-5509,2015-08-03
1057566,M,49.161643835616445,BLACK,FOIA 14-5509,2015-08-03
1057567,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057569,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057571,M,44.78630136986301,WHITE,FOIA 14-5509,2015-08-03
1057576,F,41.21369863013699,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057577,M,51.35616438356165,WHITE,FOIA 14-5509,2015-08-03
1057578,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057579,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057586,F,,WHITE,FOIA 14-5509,2015-08-03
1057588,M,33.92602739726027,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057589,M,43.62739726027397,WHITE,FOIA 14-5509,2015-08-03
1057590,M,36.22191780821918,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057600,M,66.35890410958903,WHITE,FOIA 14-5509,2015-08-03
1057601,M,29.764383561643836,BLACK,FOIA 14-5509,2015-08-03
1057602,F,31.038356164383565,BLACK,FOIA 14-5509,2015-08-03
1057603,F,20.65205479452055,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057607,M,,WHITE,FOIA 14-5509,2015-08-03
1057608,M,59.24657534246576,BLACK,FOIA 14-5509,2015-08-03
1057611,F,36.989041095890414,BLACK,FOIA 14-5509,2015-08-03
1057612,F,61.652054794520545,WHITE,FOIA 14-5509,2015-08-03
1057616,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057619,M,48.76438356164384,HISPANIC,FOIA 14-5509,2015-08-03
1057621,M,,WHITE,FOIA 14-5509,2015-08-03
1057622,M,32.843835616438355,BLACK,FOIA 14-5509,2015-08-03
1057624,F,43.131506849315066,BLACK,FOIA 14-5509,2015-08-03
1057625,M,36.156164383561645,WHITE,FOIA 14-5509,2015-08-03
1057628,F,30.12054794520548,WHITE,FOIA 14-5509,2015-08-03
1057629,F,47.78356164383562,WHITE,FOIA 14-5509,2015-08-03
1057630,F,44.26301369863014,BLACK,FOIA 14-5509,2015-08-03
1057631,F,41.8109589041096,WHITE,FOIA 14-5509,2015-08-03
1057639,F,28.82191780821918,BLACK,FOIA 14-5509,2015-08-03
1057642,M,59.23835616438356,WHITE,FOIA 14-5509,2015-08-03
1057643,F,46.95890410958904,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057644,F,33.23287671232877,BLACK,FOIA 14-5509,2015-08-03
1057650,F,,BLACK,FOIA 14-5509,2015-08-03
1057652,F,33.27945205479452,WHITE,FOIA 14-5509,2015-08-03
1057653,M,,WHITE,FOIA 14-5509,2015-08-03
1057654,M,59.06027397260274,BLACK,FOIA 14-5509,2015-08-03
1057655,M,30.287671232876715,WHITE,FOIA 14-5509,2015-08-03
1057657,M,41.71780821917808,UNKNOWN,FOIA 14-5509,2015-08-03
1057658,M,39.038356164383565,BLACK,FOIA 14-5509,2015-08-03
1057661,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1057662,F,38.54246575342466,BLACK,FOIA 14-5509,2015-08-03
1057665,F,31.93150684931507,BLACK,FOIA 14-5509,2015-08-03
1057666,F,32.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1057671,F,59.394520547945206,WHITE,FOIA 14-5509,2015-08-03
1057671,F,48.468493150684935,BLACK,FOIA 14-5509,2015-08-03
1057672,M,63.868493150684934,BLACK,FOIA 14-5509,2015-08-03
1057675,M,,WHITE,FOIA 14-5509,2015-08-03
1057676,M,37.273972602739725,BLACK,FOIA 14-5509,2015-08-03
1057677,M,54.676712328767124,BLACK,FOIA 14-5509,2015-08-03
1057678,M,63.26575342465753,WHITE,FOIA 14-5509,2015-08-03
1057680,F,27.06027397260274,BLACK,FOIA 14-5509,2015-08-03
1057681,F,,BLACK,FOIA 14-5509,2015-08-03
1057683,M,52.084931506849315,BLACK,FOIA 14-5509,2015-08-03
1057685,M,46.20821917808219,BLACK,FOIA 14-5509,2015-08-03
1057688,F,60.78356164383562,BLACK,FOIA 14-5509,2015-08-03
1057689,M,51.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1057691,F,28.34520547945206,BLACK,FOIA 14-5509,2015-08-03
1057693,F,,BLACK,FOIA 14-5509,2015-08-03
1057694,F,29.82191780821918,BLACK,FOIA 14-5509,2015-08-03
1057696,F,54.38630136986301,BLACK,FOIA 14-5509,2015-08-03
1057699,F,38.205479452054796,WHITE,FOIA 14-5509,2015-08-03
1057700,F,41.66301369863014,BLACK,FOIA 14-5509,2015-08-03
1057701,F,65.14246575342466,WHITE,FOIA 14-5509,2015-08-03
1057703,M,60.460273972602735,BLACK,FOIA 14-5509,2015-08-03
1057704,M,52.31506849315068,WHITE,FOIA 14-5509,2015-08-03
1057705,F,47.51232876712329,BLACK,FOIA 14-5509,2015-08-03
1057706,F,35.50684931506849,BLACK,FOIA 14-5509,2015-08-03
1057709,F,68.78630136986301,BLACK,FOIA 14-5509,2015-08-03
1057711,F,104.55890410958904,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057712,M,24.375342465753423,BLACK,FOIA 14-5509,2015-08-03
1057714,F,37.772602739726025,BLACK,FOIA 14-5509,2015-08-03
1057716,M,57.99452054794521,BLACK,FOIA 14-5509,2015-08-03
1057719,M,42.460273972602735,HISPANIC,FOIA 14-5509,2015-08-03
1057720,F,43.32876712328767,WHITE,FOIA 14-5509,2015-08-03
1057721,M,35.04931506849315,WHITE,FOIA 14-5509,2015-08-03
1057723,M,,WHITE,FOIA 14-5509,2015-08-03
1057724,M,51.14794520547946,BLACK,FOIA 14-5509,2015-08-03
1057726,M,46.73424657534247,BLACK,FOIA 14-5509,2015-08-03
1057727,M,57.40273972602739,BLACK,FOIA 14-5509,2015-08-03
1057728,M,52.36164383561644,UNKNOWN,FOIA 14-5509,2015-08-03
1057730,F,20.265753424657536,BLACK,FOIA 14-5509,2015-08-03
1057733,M,43.22191780821918,BLACK,FOIA 14-5509,2015-08-03
1057735,M,52.61369863013699,BLACK,FOIA 14-5509,2015-08-03
1057736,F,45.74246575342466,BLACK,FOIA 14-5509,2015-08-03
1057739,F,56.112328767123294,BLACK,FOIA 14-5509,2015-08-03
1057741,M,25.394520547945206,BLACK,FOIA 14-5509,2015-08-03
1057746,F,43.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1057750,F,26.975342465753425,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057754,F,38.709589041095896,WHITE,FOIA 14-5509,2015-08-03
1057755,M,35.46027397260274,WHITE,FOIA 14-5509,2015-08-03
1057756,M,25.046575342465754,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057756,F,23.449315068493153,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057757,M,37.05205479452055,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057758,M,56.04931506849315,WHITE,FOIA 14-5509,2015-08-03
1057759,M,27.013698630136986,BLACK,FOIA 14-5509,2015-08-03
1057760,M,29.232876712328768,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057762,F,46.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1057763,F,62.07945205479452,BLACK,FOIA 14-5509,2015-08-03
1057765,M,,BLACK,FOIA 14-5509,2015-08-03
1057766,M,44.76712328767123,WHITE,FOIA 14-5509,2015-08-03
1057769,M,25.054794520547944,WHITE,FOIA 14-5509,2015-08-03
1057771,M,40.21643835616439,BLACK,FOIA 14-5509,2015-08-03
1057775,M,31.232876712328768,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057776,F,39.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1057777,F,48.18082191780822,HISPANIC,FOIA 14-5509,2015-08-03
1057778,M,33.394520547945206,WHITE,FOIA 14-5509,2015-08-03
1057779,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057780,M,26.706849315068496,WHITE,FOIA 14-5509,2015-08-03
1057782,M,44.964383561643835,BLACK,FOIA 14-5509,2015-08-03
1057783,F,26.287671232876715,BLACK,FOIA 14-5509,2015-08-03
1057789,M,29.71780821917808,BLACK,FOIA 14-5509,2015-08-03
1057792,F,53.134246575342466,BLACK,FOIA 14-5509,2015-08-03
1057793,F,45.07945205479452,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057795,F,31.893150684931506,WHITE,FOIA 14-5509,2015-08-03
1057798,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1057801,X,,UNKNOWN,FOIA 14-5509,2015-08-03
1057802,F,52.83287671232877,BLACK,FOIA 14-5509,2015-08-03
1057803,F,26.287671232876715,BLACK,FOIA 14-5509,2015-08-03
1057804,F,39.32054794520548,BLACK,FOIA 14-5509,2015-08-03
1057806,M,29.147945205479452,BLACK,FOIA 14-5509,2015-08-03
1057808,F,37.81095890410959,BLACK,FOIA 14-5509,2015-08-03
1057810,M,20.887671232876716,BLACK,FOIA 14-5509,2015-08-03
1057811,M,27.8,BLACK,FOIA 14-5509,2015-08-03
1057812,F,28.027397260273975,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057813,M,85.15616438356165,BLACK,FOIA 14-5509,2015-08-03
1057814,F,32.38082191780822,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057815,F,45.11506849315069,WHITE,FOIA 14-5509,2015-08-03
1057817,M,46.12328767123287,WHITE,FOIA 14-5509,2015-08-03
1057818,M,37.50410958904109,BLACK,FOIA 14-5509,2015-08-03
1057819,M,,BLACK,FOIA 14-5509,2015-08-03
1057820,M,24.454794520547946,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057821,M,28.104109589041094,BLACK,FOIA 14-5509,2015-08-03
1057822,M,64.93150684931507,BLACK,FOIA 14-5509,2015-08-03
1057823,F,34.704109589041096,BLACK,FOIA 14-5509,2015-08-03
1057825,M,,BLACK,FOIA 14-5509,2015-08-03
1057826,F,40.69315068493151,BLACK,FOIA 14-5509,2015-08-03
1057829,M,34.52054794520548,WHITE,FOIA 14-5509,2015-08-03
1057831,M,60.90684931506849,UNKNOWN,FOIA 14-5509,2015-08-03
1057838,M,54.03287671232877,WHITE,FOIA 14-5509,2015-08-03
1057839,M,28.78904109589041,WHITE,FOIA 14-5509,2015-08-03
1057840,M,42.03287671232877,WHITE,FOIA 14-5509,2015-08-03
1057841,M,31.96986301369863,BLACK,FOIA 14-5509,2015-08-03
1057844,F,38.71232876712329,BLACK,FOIA 14-5509,2015-08-03
1057846,F,93.5013698630137,BLACK,FOIA 14-5509,2015-08-03
1057848,M,26.178082191780824,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057849,F,,WHITE,FOIA 14-5509,2015-08-03
1057850,F,28.353424657534248,BLACK,FOIA 14-5509,2015-08-03
1057852,M,,BLACK,FOIA 14-5509,2015-08-03
1057853,F,50.38356164383562,BLACK,FOIA 14-5509,2015-08-03
1057854,M,56.6986301369863,WHITE,FOIA 14-5509,2015-08-03
1057856,F,,WHITE,FOIA 14-5509,2015-08-03
1057858,F,46.106849315068494,BLACK,FOIA 14-5509,2015-08-03
1057862,M,56.61917808219179,BLACK,FOIA 14-5509,2015-08-03
1057864,M,39.895890410958906,BLACK,FOIA 14-5509,2015-08-03
1057865,F,62.07945205479452,BLACK,FOIA 14-5509,2015-08-03
1057866,F,40.69315068493151,BLACK,FOIA 14-5509,2015-08-03
1057870,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1057875,M,61.5041095890411,BLACK,FOIA 14-5509,2015-08-03
1057876,F,53.73424657534247,BLACK,FOIA 14-5509,2015-08-03
1057879,F,31.482191780821918,BLACK,FOIA 14-5509,2015-08-03
1057880,M,49.580821917808215,BLACK,FOIA 14-5509,2015-08-03
1057881,F,38.28767123287672,WHITE,FOIA 14-5509,2015-08-03
1057882,F,52.83561643835617,HISPANIC,FOIA 14-5509,2015-08-03
1057884,M,28.194520547945203,WHITE,FOIA 14-5509,2015-08-03
1057885,F,38.849315068493155,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057886,F,73.84383561643835,BLACK,FOIA 14-5509,2015-08-03
1057887,M,41.860273972602734,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1057888,F,41.57808219178082,BLACK,FOIA 14-5509,2015-08-03
1057891,F,32.71232876712329,BLACK,FOIA 14-5509,2015-08-03
1057893,M,58.106849315068494,WHITE,FOIA 14-5509,2015-08-03
1057894,M,50.81917808219178,BLACK,FOIA 14-5509,2015-08-03
1057895,M,45.6986301369863,HISPANIC,FOIA 14-5509,2015-08-03
1057896,M,24.46575342465753,WHITE,FOIA 14-5509,2015-08-03
1057898,F,41.608219178082194,WHITE,FOIA 14-5509,2015-08-03
1057900,M,43.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1057901,M,53.06301369863014,BLACK,FOIA 14-5509,2015-08-03
1057902,F,49.75890410958904,BLACK,FOIA 14-5509,2015-08-03
1057906,F,62.2,WHITE,FOIA 14-5509,2015-08-03
1057907,F,44.76438356164384,BLACK,FOIA 14-5509,2015-08-03
1057910,M,36.54520547945206,BLACK,FOIA 14-5509,2015-08-03
1057911,M,50.9013698630137,BLACK,FOIA 14-5509,2015-08-03
1057920,F,,BLACK,FOIA 14-5509,2015-08-03
1057922,F,50.490410958904114,BLACK,FOIA 14-5509,2015-08-03
1057923,M,63.26575342465753,WHITE,FOIA 14-5509,2015-08-03
1057924,M,50.44109589041096,HISPANIC,FOIA 14-5509,2015-08-03
1057929,M,50.44109589041096,HISPANIC,FOIA 14-5509,2015-08-03
1057930,M,33.81369863013699,HISPANIC,FOIA 14-5509,2015-08-03
1057933,M,51.27945205479452,WHITE,FOIA 14-5509,2015-08-03
1057934,F,87.45479452054795,BLACK,FOIA 14-5509,2015-08-03
1057936,M,40.46849315068493,BLACK,FOIA 14-5509,2015-08-03
1057940,F,68.62191780821918,BLACK,FOIA 14-5509,2015-08-03
1057941,M,83.47671232876712,BLACK,FOIA 14-5509,2015-08-03
1057942,F,27.6,BLACK,FOIA 14-5509,2015-08-03
1057943,F,38.62191780821918,BLACK,FOIA 14-5509,2015-08-03
1057944,M,29.93150684931507,BLACK,FOIA 14-5509,2015-08-03
1057945,M,36.37534246575343,BLACK,FOIA 14-5509,2015-08-03
1057946,F,42.49315068493151,BLACK,FOIA 14-5509,2015-08-03
1057947,F,27.25205479452055,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057949,F,56.369863013698634,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057950,F,46.726027397260275,WHITE,FOIA 14-5509,2015-08-03
1057953,M,24.054794520547944,BLACK,FOIA 14-5509,2015-08-03
1057957,F,64.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1057958,F,50.608219178082194,BLACK,FOIA 14-5509,2015-08-03
1057959,F,26.912328767123284,WHITE,FOIA 14-5509,2015-08-03
1057960,F,39.175342465753424,BLACK,FOIA 14-5509,2015-08-03
1057961,F,66.83561643835617,BLACK,FOIA 14-5509,2015-08-03
1057962,F,53.93972602739726,WHITE,FOIA 14-5509,2015-08-03
1057963,F,45.18904109589041,WHITE,FOIA 14-5509,2015-08-03
1057966,M,47.02191780821918,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1057967,F,59.438356164383556,WHITE HISPANIC,FOIA 14-5509,2015-08-03
