CRID,Witness_Gender,Witness_Age,Witness_Race,FOIA_Request_Number,Report_Produced_Date
1051091,M,43.43287671232877,WHITE,FOIA 14-5509,2015-08-03
1051094,M,22.67945205479452,BLACK,FOIA 14-5509,2015-08-03
1051096,M,32.2,WHITE,FOIA 14-5509,2015-08-03
1051101,F,37.794520547945204,BLACK,FOIA 14-5509,2015-08-03
1051103,M,31.884931506849316,BLACK,FOIA 14-5509,2015-08-03
1051105,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051106,M,,BLACK,FOIA 14-5509,2015-08-03
1051114,M,26.232876712328768,BLACK,FOIA 14-5509,2015-08-03
1051117,F,45.580821917808215,WHITE,FOIA 14-5509,2015-08-03
1051118,M,31.764383561643836,WHITE,FOIA 14-5509,2015-08-03
1051120,M,52.66575342465753,BLACK,FOIA 14-5509,2015-08-03
1051123,M,27.326027397260273,BLACK,FOIA 14-5509,2015-08-03
1051125,M,34.46027397260274,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051128,F,22.92054794520548,BLACK,FOIA 14-5509,2015-08-03
1051129,F,35.676712328767124,BLACK,FOIA 14-5509,2015-08-03
1051132,M,30.5972602739726,BLACK,FOIA 14-5509,2015-08-03
1051133,M,37.76986301369863,BLACK,FOIA 14-5509,2015-08-03
1051134,F,,BLACK,FOIA 14-5509,2015-08-03
1051135,F,41.95068493150685,BLACK,FOIA 14-5509,2015-08-03
1051137,F,35.81369863013699,BLACK,FOIA 14-5509,2015-08-03
1051138,M,29.972602739726028,BLACK,FOIA 14-5509,2015-08-03
1051139,F,52.26301369863014,BLACK,FOIA 14-5509,2015-08-03
1051140,M,31.9013698630137,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051141,M,35.75890410958904,BLACK,FOIA 14-5509,2015-08-03
1051142,M,44.66027397260274,WHITE,FOIA 14-5509,2015-08-03
1051146,M,38.630136986301366,BLACK,FOIA 14-5509,2015-08-03
1051147,M,44.536986301369865,BLACK,FOIA 14-5509,2015-08-03
1051148,M,34.61095890410959,BLACK,FOIA 14-5509,2015-08-03
1051149,M,44.536986301369865,BLACK,FOIA 14-5509,2015-08-03
1051150,F,,BLACK,FOIA 14-5509,2015-08-03
1051151,M,66.78630136986301,BLACK,FOIA 14-5509,2015-08-03
1051152,M,929.2630136986301,BLACK,FOIA 14-5509,2015-08-03
1051154,F,72.58356164383562,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1051157,M,,WHITE,FOIA 14-5509,2015-08-03
1051158,M,22.654794520547945,BLACK,FOIA 14-5509,2015-08-03
1051160,M,27.257534246575343,BLACK,FOIA 14-5509,2015-08-03
1051161,M,33.67123287671233,BLACK,FOIA 14-5509,2015-08-03
1051162,M,24.528767123287672,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051163,F,78.61917808219178,BLACK,FOIA 14-5509,2015-08-03
1051170,M,55.052054794520544,BLACK,FOIA 14-5509,2015-08-03
1051177,M,47.419178082191785,WHITE,FOIA 14-5509,2015-08-03
1051178,F,41.57260273972603,BLACK,FOIA 14-5509,2015-08-03
1051179,F,48.84657534246576,BLACK,FOIA 14-5509,2015-08-03
1051187,M,49.73150684931507,WHITE,FOIA 14-5509,2015-08-03
1051191,F,79.46301369863014,BLACK,FOIA 14-5509,2015-08-03
1051194,M,29.769863013698632,BLACK,FOIA 14-5509,2015-08-03
1051196,M,28.128767123287673,BLACK,FOIA 14-5509,2015-08-03
1051197,F,41.91780821917808,WHITE,FOIA 14-5509,2015-08-03
1051198,F,,WHITE,FOIA 14-5509,2015-08-03
1051200,F,66.7013698630137,BLACK,FOIA 14-5509,2015-08-03
1051201,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1051204,F,,WHITE,FOIA 14-5509,2015-08-03
1051205,M,24.301369863013697,BLACK,FOIA 14-5509,2015-08-03
1051209,F,39.14520547945206,BLACK,FOIA 14-5509,2015-08-03
1051211,M,29.73698630136986,BLACK,FOIA 14-5509,2015-08-03
1051213,F,36.868493150684934,BLACK,FOIA 14-5509,2015-08-03
1051214,M,36.64931506849315,BLACK,FOIA 14-5509,2015-08-03
1051217,M,77.22739726027397,BLACK,FOIA 14-5509,2015-08-03
1051219,M,26.652054794520552,BLACK,FOIA 14-5509,2015-08-03
1051220,F,43.74520547945205,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051227,F,48.23561643835617,BLACK,FOIA 14-5509,2015-08-03
1051228,M,44.0986301369863,BLACK,FOIA 14-5509,2015-08-03
1051229,M,45.4,WHITE,FOIA 14-5509,2015-08-03
1051229,F,26.624657534246577,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051230,F,64.56986301369864,BLACK,FOIA 14-5509,2015-08-03
1051233,M,32.16438356164384,BLACK,FOIA 14-5509,2015-08-03
1051234,F,66.94794520547946,BLACK,FOIA 14-5509,2015-08-03
1051235,M,38.54794520547945,BLACK,FOIA 14-5509,2015-08-03
1051236,F,35.86301369863014,BLACK,FOIA 14-5509,2015-08-03
1051237,F,46.07671232876713,BLACK,FOIA 14-5509,2015-08-03
1051238,M,27.53698630136986,WHITE,FOIA 14-5509,2015-08-03
1051240,F,53.33972602739726,HISPANIC,FOIA 14-5509,2015-08-03
1051242,F,22.561643835616437,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051243,F,26.632876712328766,BLACK,FOIA 14-5509,2015-08-03
1051244,M,61.88219178082193,WHITE,FOIA 14-5509,2015-08-03
1051245,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051246,M,,WHITE,FOIA 14-5509,2015-08-03
1051249,F,33.99452054794521,BLACK,FOIA 14-5509,2015-08-03
1051250,F,26.024657534246575,BLACK,FOIA 14-5509,2015-08-03
1051252,F,32.61917808219178,BLACK,FOIA 14-5509,2015-08-03
1051256,M,30.75068493150685,BLACK,FOIA 14-5509,2015-08-03
1051257,M,37.62739726027397,BLACK,FOIA 14-5509,2015-08-03
1051258,M,52.50684931506849,BLACK,FOIA 14-5509,2015-08-03
1051260,M,38.920547945205485,BLACK,FOIA 14-5509,2015-08-03
1051261,F,42.45205479452055,BLACK,FOIA 14-5509,2015-08-03
1051264,F,29.917808219178085,BLACK,FOIA 14-5509,2015-08-03
1051267,F,39.88493150684932,WHITE,FOIA 14-5509,2015-08-03
1051268,F,,BLACK,FOIA 14-5509,2015-08-03
1051270,M,26.506849315068493,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051272,M,43.139726027397266,BLACK,FOIA 14-5509,2015-08-03
1051277,M,,BLACK,FOIA 14-5509,2015-08-03
1051279,F,57.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1051280,M,44.96712328767123,BLACK,FOIA 14-5509,2015-08-03
1051281,M,31.367123287671234,BLACK,FOIA 14-5509,2015-08-03
1051282,M,49.43287671232877,BLACK,FOIA 14-5509,2015-08-03
1051283,F,44.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1051285,F,57.42465753424657,BLACK,FOIA 14-5509,2015-08-03
1051286,F,39.1945205479452,BLACK,FOIA 14-5509,2015-08-03
1051289,M,46.416438356164385,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051291,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051292,M,49.134246575342466,WHITE,FOIA 14-5509,2015-08-03
1051294,M,37.45753424657534,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051295,M,43.34246575342466,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051299,M,33.26849315068493,BLACK,FOIA 14-5509,2015-08-03
1051308,M,55.8,BLACK,FOIA 14-5509,2015-08-03
1051311,F,36.9972602739726,BLACK,FOIA 14-5509,2015-08-03
1051313,F,57.947945205479456,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051314,M,60.97260273972603,WHITE,FOIA 14-5509,2015-08-03
1051315,F,54.347945205479455,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051318,F,43.13698630136986,WHITE,FOIA 14-5509,2015-08-03
1051319,F,61.00273972602739,WHITE,FOIA 14-5509,2015-08-03
1051323,M,53.561643835616444,BLACK,FOIA 14-5509,2015-08-03
1051324,M,30.01095890410959,BLACK,FOIA 14-5509,2015-08-03
1051325,F,39.95616438356165,WHITE,FOIA 14-5509,2015-08-03
1051327,M,53.03287671232877,BLACK,FOIA 14-5509,2015-08-03
1051333,M,35.79178082191781,BLACK,FOIA 14-5509,2015-08-03
1051336,F,38.178082191780824,BLACK,FOIA 14-5509,2015-08-03
1051343,M,,WHITE,FOIA 14-5509,2015-08-03
1051346,F,22.197260273972603,BLACK,FOIA 14-5509,2015-08-03
1051348,M,47.23835616438356,BLACK,FOIA 14-5509,2015-08-03
1051354,F,58.860273972602734,BLACK,FOIA 14-5509,2015-08-03
1051355,M,57.15068493150685,WHITE,FOIA 14-5509,2015-08-03
1051356,M,52.72054794520548,BLACK,FOIA 14-5509,2015-08-03
1051357,F,62.1945205479452,WHITE,FOIA 14-5509,2015-08-03
1051358,F,,BLACK,FOIA 14-5509,2015-08-03
1051359,F,47.630136986301366,BLACK,FOIA 14-5509,2015-08-03
1051360,F,66.13424657534247,WHITE,FOIA 14-5509,2015-08-03
1051361,F,42.12602739726028,BLACK,FOIA 14-5509,2015-08-03
1051362,M,49.61369863013699,BLACK,FOIA 14-5509,2015-08-03
1051363,M,55.484931506849314,WHITE,FOIA 14-5509,2015-08-03
1051365,M,30.986301369863014,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051366,M,31.602739726027398,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051369,M,,WHITE,FOIA 14-5509,2015-08-03
1051373,F,45.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1051373,X,,UNKNOWN,FOIA 14-5509,2015-08-03
1051374,M,61.1041095890411,WHITE,FOIA 14-5509,2015-08-03
1051376,M,26.569863013698633,BLACK,FOIA 14-5509,2015-08-03
1051379,F,47.21643835616438,BLACK,FOIA 14-5509,2015-08-03
1051380,M,50.47123287671233,WHITE,FOIA 14-5509,2015-08-03
1051387,M,65.03835616438356,BLACK,FOIA 14-5509,2015-08-03
1051388,M,53.673972602739724,WHITE,FOIA 14-5509,2015-08-03
1051389,M,38.06575342465754,BLACK,FOIA 14-5509,2015-08-03
1051390,M,26.646575342465752,BLACK,FOIA 14-5509,2015-08-03
1051391,F,32.57808219178082,BLACK,FOIA 14-5509,2015-08-03
1051392,M,58.25205479452055,BLACK,FOIA 14-5509,2015-08-03
1051397,M,64.53150684931506,BLACK,FOIA 14-5509,2015-08-03
1051398,F,54.227397260273975,BLACK,FOIA 14-5509,2015-08-03
1051399,F,31.876712328767123,BLACK,FOIA 14-5509,2015-08-03
1051402,F,,BLACK,FOIA 14-5509,2015-08-03
1051405,F,64.35616438356165,WHITE,FOIA 14-5509,2015-08-03
1051407,F,30.92328767123288,BLACK,FOIA 14-5509,2015-08-03
1051413,M,,WHITE,FOIA 14-5509,2015-08-03
1051415,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051416,F,,BLACK,FOIA 14-5509,2015-08-03
1051417,M,31.457534246575342,BLACK,FOIA 14-5509,2015-08-03
1051419,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051421,F,,BLACK,FOIA 14-5509,2015-08-03
1051423,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051425,F,42.62465753424657,BLACK,FOIA 14-5509,2015-08-03
1051426,M,44.726027397260275,HISPANIC,FOIA 14-5509,2015-08-03
1051427,F,33.69041095890411,BLACK,FOIA 14-5509,2015-08-03
1051428,F,,WHITE,FOIA 14-5509,2015-08-03
1051430,M,26.065753424657533,BLACK,FOIA 14-5509,2015-08-03
1051430,M,24.506849315068493,BLACK,FOIA 14-5509,2015-08-03
1051432,F,26.572602739726026,BLACK,FOIA 14-5509,2015-08-03
1051434,F,43.73698630136986,BLACK,FOIA 14-5509,2015-08-03
1051436,M,27.03013698630137,BLACK,FOIA 14-5509,2015-08-03
1051437,M,44.07123287671233,WHITE,FOIA 14-5509,2015-08-03
1051444,M,40.76986301369863,BLACK,FOIA 14-5509,2015-08-03
1051447,F,40.57534246575342,BLACK,FOIA 14-5509,2015-08-03
1051448,F,41.34246575342466,WHITE,FOIA 14-5509,2015-08-03
1051452,M,55.93972602739726,BLACK,FOIA 14-5509,2015-08-03
1051454,M,28.780821917808222,WHITE,FOIA 14-5509,2015-08-03
1051455,F,32.893150684931506,BLACK,FOIA 14-5509,2015-08-03
1051456,F,35.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1051463,M,51.37534246575343,BLACK,FOIA 14-5509,2015-08-03
1051465,M,58.93150684931506,WHITE,FOIA 14-5509,2015-08-03
1051467,F,,WHITE,FOIA 14-5509,2015-08-03
1051469,M,54.723287671232875,BLACK,FOIA 14-5509,2015-08-03
1051470,F,28.372602739726027,BLACK,FOIA 14-5509,2015-08-03
1051471,M,85.6027397260274,BLACK,FOIA 14-5509,2015-08-03
1051472,M,37.895890410958906,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051474,F,44.47123287671233,BLACK,FOIA 14-5509,2015-08-03
1051476,M,61.416438356164385,HISPANIC,FOIA 14-5509,2015-08-03
1051482,M,35.85205479452055,BLACK,FOIA 14-5509,2015-08-03
1051483,M,50.73972602739727,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051484,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051486,F,40.75616438356165,BLACK,FOIA 14-5509,2015-08-03
1051487,M,46.821917808219176,WHITE,FOIA 14-5509,2015-08-03
1051488,F,30.520547945205482,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051489,M,55.18904109589041,WHITE,FOIA 14-5509,2015-08-03
1051491,F,,BLACK,FOIA 14-5509,2015-08-03
1051497,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051498,F,41.54246575342466,BLACK,FOIA 14-5509,2015-08-03
1051499,M,54.84657534246576,BLACK,FOIA 14-5509,2015-08-03
1051500,M,56.38630136986301,WHITE,FOIA 14-5509,2015-08-03
1051501,F,35.11232876712329,BLACK,FOIA 14-5509,2015-08-03
1051502,M,44.682191780821924,BLACK,FOIA 14-5509,2015-08-03
1051503,F,57.76164383561644,WHITE,FOIA 14-5509,2015-08-03
1051504,M,52.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1051506,F,43.52054794520548,BLACK,FOIA 14-5509,2015-08-03
1051507,M,22.224657534246575,BLACK,FOIA 14-5509,2015-08-03
1051509,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1051510,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1051511,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1051514,M,43.97534246575343,WHITE,FOIA 14-5509,2015-08-03
1051516,F,41.67123287671233,BLACK,FOIA 14-5509,2015-08-03
1051521,M,66.16438356164383,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1051522,M,30.654794520547945,BLACK,FOIA 14-5509,2015-08-03
1051525,F,52.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1051526,M,40.35890410958904,WHITE,FOIA 14-5509,2015-08-03
1051527,M,25.956164383561646,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1051535,M,32.12602739726027,BLACK,FOIA 14-5509,2015-08-03
1051536,F,44.23013698630137,BLACK,FOIA 14-5509,2015-08-03
1051537,F,47.68767123287671,BLACK,FOIA 14-5509,2015-08-03
1051538,F,42.8027397260274,WHITE,FOIA 14-5509,2015-08-03
1051540,F,57.38082191780822,BLACK,FOIA 14-5509,2015-08-03
1051542,F,32.323287671232876,BLACK,FOIA 14-5509,2015-08-03
1051544,F,28.583561643835615,BLACK,FOIA 14-5509,2015-08-03
1051545,F,71.32328767123288,WHITE,FOIA 14-5509,2015-08-03
1051546,M,45.64109589041096,BLACK,FOIA 14-5509,2015-08-03
1051547,F,62.85205479452055,BLACK,FOIA 14-5509,2015-08-03
1051554,M,38.06575342465754,BLACK,FOIA 14-5509,2015-08-03
1051555,F,32.99452054794521,BLACK,FOIA 14-5509,2015-08-03
1051556,M,,WHITE,FOIA 14-5509,2015-08-03
1051558,F,21.556164383561647,BLACK,FOIA 14-5509,2015-08-03
1051559,M,45.139726027397266,BLACK,FOIA 14-5509,2015-08-03
1051560,M,54.843835616438355,HISPANIC,FOIA 14-5509,2015-08-03
1051561,F,35.6,BLACK,FOIA 14-5509,2015-08-03
1051563,F,41.843835616438355,WHITE,FOIA 14-5509,2015-08-03
1051565,F,,BLACK,FOIA 14-5509,2015-08-03
1051566,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1051567,F,44.438356164383556,WHITE,FOIA 14-5509,2015-08-03
1051568,F,34.465753424657535,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051571,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051572,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051573,M,32.134246575342466,BLACK,FOIA 14-5509,2015-08-03
1051574,F,34.78082191780822,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051575,M,34.8027397260274,BLACK,FOIA 14-5509,2015-08-03
1051576,F,48.8109589041096,WHITE,FOIA 14-5509,2015-08-03
1051578,M,28.94246575342466,WHITE,FOIA 14-5509,2015-08-03
1051579,M,33.205479452054796,BLACK,FOIA 14-5509,2015-08-03
1051582,M,42.131506849315066,BLACK,FOIA 14-5509,2015-08-03
1051583,F,49.772602739726025,BLACK,FOIA 14-5509,2015-08-03
1051584,M,23.04931506849315,WHITE,FOIA 14-5509,2015-08-03
1051585,M,43.416438356164385,HISPANIC,FOIA 14-5509,2015-08-03
1051586,M,47.630136986301366,BLACK,FOIA 14-5509,2015-08-03
1051587,M,29.498630136986304,BLACK,FOIA 14-5509,2015-08-03
1051588,F,43.657534246575345,BLACK,FOIA 14-5509,2015-08-03
1051590,F,53.5945205479452,BLACK,FOIA 14-5509,2015-08-03
1051591,F,36.44931506849315,BLACK,FOIA 14-5509,2015-08-03
1051592,M,48.8027397260274,BLACK,FOIA 14-5509,2015-08-03
1051593,M,39.87123287671233,WHITE,FOIA 14-5509,2015-08-03
1051594,M,32.12602739726027,BLACK,FOIA 14-5509,2015-08-03
1051595,F,53.24383561643835,WHITE,FOIA 14-5509,2015-08-03
1051599,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051600,F,52.797260273972604,WHITE,FOIA 14-5509,2015-08-03
1051603,F,41.586301369863016,BLACK,FOIA 14-5509,2015-08-03
1051605,F,41.586301369863016,BLACK,FOIA 14-5509,2015-08-03
1051608,F,39.298630136986304,BLACK,FOIA 14-5509,2015-08-03
1051610,M,31.438356164383563,BLACK,FOIA 14-5509,2015-08-03
1051611,F,39.44931506849315,BLACK,FOIA 14-5509,2015-08-03
1051614,F,68.44383561643836,BLACK,FOIA 14-5509,2015-08-03
1051616,M,,BLACK,FOIA 14-5509,2015-08-03
1051617,M,47.4958904109589,BLACK,FOIA 14-5509,2015-08-03
1051624,M,28.328767123287673,BLACK,FOIA 14-5509,2015-08-03
1051626,M,21.863013698630137,BLACK,FOIA 14-5509,2015-08-03
1051629,M,37.37808219178083,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051631,M,29.18082191780822,BLACK,FOIA 14-5509,2015-08-03
1051635,M,37.22191780821918,WHITE,FOIA 14-5509,2015-08-03
1051636,M,29.02191780821918,WHITE,FOIA 14-5509,2015-08-03
1051640,M,57.12876712328767,BLACK,FOIA 14-5509,2015-08-03
1051648,F,24.775342465753425,BLACK,FOIA 14-5509,2015-08-03
1051650,F,53.58904109589041,BLACK,FOIA 14-5509,2015-08-03
1051651,M,41.9041095890411,BLACK,FOIA 14-5509,2015-08-03
1051653,F,23.887671232876716,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051654,F,54.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1051656,M,39.202739726027396,BLACK,FOIA 14-5509,2015-08-03
1051657,F,45.8,BLACK,FOIA 14-5509,2015-08-03
1051659,F,65.17534246575343,BLACK,FOIA 14-5509,2015-08-03
1051660,M,46.96164383561644,BLACK,FOIA 14-5509,2015-08-03
1051661,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051663,M,46.75068493150685,WHITE,FOIA 14-5509,2015-08-03
1051664,F,48.64109589041096,BLACK,FOIA 14-5509,2015-08-03
1051665,F,44.68493150684932,BLACK,FOIA 14-5509,2015-08-03
1051668,F,26.90958904109589,BLACK,FOIA 14-5509,2015-08-03
1051669,M,44.84657534246576,WHITE,FOIA 14-5509,2015-08-03
1051670,F,43.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1051673,M,32.12602739726027,BLACK,FOIA 14-5509,2015-08-03
1051676,F,34.25479452054795,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1051677,F,30.12328767123288,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1051680,M,65.41369863013699,WHITE,FOIA 14-5509,2015-08-03
1051682,M,52.71780821917808,WHITE,FOIA 14-5509,2015-08-03
1051688,F,28.013698630136986,BLACK,FOIA 14-5509,2015-08-03
1051689,F,56.71232876712329,BLACK,FOIA 14-5509,2015-08-03
1051690,M,44.539726027397265,BLACK,FOIA 14-5509,2015-08-03
1051692,F,24.09041095890411,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051693,M,54.013698630136986,HISPANIC,FOIA 14-5509,2015-08-03
1051701,F,25.517808219178082,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051701,F,54.24109589041096,BLACK,FOIA 14-5509,2015-08-03
1051705,M,51.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1051706,M,45.00273972602739,WHITE,FOIA 14-5509,2015-08-03
1051707,M,48.019178082191786,WHITE,FOIA 14-5509,2015-08-03
1051708,M,49.947945205479456,WHITE,FOIA 14-5509,2015-08-03
1051709,M,26.67123287671233,BLACK,FOIA 14-5509,2015-08-03
1051711,F,57.05479452054795,BLACK,FOIA 14-5509,2015-08-03
1051712,M,41.02739726027397,BLACK,FOIA 14-5509,2015-08-03
1051714,M,65.2,BLACK,FOIA 14-5509,2015-08-03
1051717,M,29.106849315068494,BLACK,FOIA 14-5509,2015-08-03
1051720,M,34.961643835616435,BLACK,FOIA 14-5509,2015-08-03
1051722,F,51.92602739726028,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051722,F,51.92602739726028,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051723,M,27.117808219178084,BLACK,FOIA 14-5509,2015-08-03
1051724,F,61.298630136986304,BLACK,FOIA 14-5509,2015-08-03
1051726,F,,BLACK,FOIA 14-5509,2015-08-03
1051729,M,36.12054794520548,BLACK,FOIA 14-5509,2015-08-03
1051730,F,37.28493150684932,BLACK,FOIA 14-5509,2015-08-03
1051736,M,24.945205479452056,BLACK,FOIA 14-5509,2015-08-03
1051739,M,27.06027397260274,BLACK,FOIA 14-5509,2015-08-03
1051740,F,,BLACK,FOIA 14-5509,2015-08-03
1051741,M,66.16438356164383,WHITE,FOIA 14-5509,2015-08-03
1051743,F,58.05479452054795,WHITE,FOIA 14-5509,2015-08-03
1051747,M,25.52328767123288,BLACK,FOIA 14-5509,2015-08-03
1051748,F,37.28493150684932,BLACK,FOIA 14-5509,2015-08-03
1051752,M,41.58904109589041,BLACK,FOIA 14-5509,2015-08-03
1051753,F,64.72876712328767,BLACK,FOIA 14-5509,2015-08-03
1051754,F,46.57808219178082,BLACK,FOIA 14-5509,2015-08-03
1051755,M,66.08493150684932,BLACK,FOIA 14-5509,2015-08-03
1051757,F,33.34794520547945,BLACK,FOIA 14-5509,2015-08-03
1051759,M,32.180821917808224,BLACK,FOIA 14-5509,2015-08-03
1051762,M,27.884931506849316,BLACK,FOIA 14-5509,2015-08-03
1051763,F,35.205479452054796,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051764,M,36.24109589041096,WHITE,FOIA 14-5509,2015-08-03
1051767,M,67.89315068493151,BLACK,FOIA 14-5509,2015-08-03
1051768,M,53.44931506849315,BLACK,FOIA 14-5509,2015-08-03
1051769,F,,WHITE,FOIA 14-5509,2015-08-03
1051771,F,41.06849315068494,BLACK,FOIA 14-5509,2015-08-03
1051773,M,30.926027397260274,BLACK,FOIA 14-5509,2015-08-03
1051774,M,39.75890410958904,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051775,M,57.106849315068494,WHITE,FOIA 14-5509,2015-08-03
1051776,M,31.15068493150685,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051777,F,54.12054794520548,BLACK,FOIA 14-5509,2015-08-03
1051779,F,54.01643835616438,BLACK,FOIA 14-5509,2015-08-03
1051784,M,31.156164383561645,WHITE,FOIA 14-5509,2015-08-03
1051786,F,50,WHITE,FOIA 14-5509,2015-08-03
1051787,M,28.432876712328767,BLACK,FOIA 14-5509,2015-08-03
1051788,F,28.00821917808219,BLACK,FOIA 14-5509,2015-08-03
1051789,M,48.44931506849315,WHITE,FOIA 14-5509,2015-08-03
1051792,M,24.632876712328766,BLACK,FOIA 14-5509,2015-08-03
1051793,M,27.454794520547946,WHITE,FOIA 14-5509,2015-08-03
1051795,F,37.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1051796,M,35.775342465753425,BLACK,FOIA 14-5509,2015-08-03
1051797,F,34.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1051798,M,61.172602739726024,BLACK,FOIA 14-5509,2015-08-03
1051800,M,29.695890410958906,BLACK,FOIA 14-5509,2015-08-03
1051801,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1051802,F,45.5041095890411,BLACK,FOIA 14-5509,2015-08-03
1051804,M,66.33972602739726,BLACK,FOIA 14-5509,2015-08-03
1051805,F,55.78904109589041,WHITE,FOIA 14-5509,2015-08-03
1051807,X,,UNKNOWN,FOIA 14-5509,2015-08-03
1051808,F,32.989041095890414,BLACK,FOIA 14-5509,2015-08-03
1051809,F,39.16712328767124,BLACK,FOIA 14-5509,2015-08-03
1051810,F,39.16712328767124,BLACK,FOIA 14-5509,2015-08-03
1051811,M,43.38630136986301,BLACK,FOIA 14-5509,2015-08-03
1051812,M,58.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1051813,M,40.054794520547944,BLACK,FOIA 14-5509,2015-08-03
1051817,M,,WHITE,FOIA 14-5509,2015-08-03
1051819,M,35.56164383561644,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051820,F,39.484931506849314,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051821,M,50.63287671232877,WHITE,FOIA 14-5509,2015-08-03
1051822,F,27.84931506849315,BLACK,FOIA 14-5509,2015-08-03
1051823,M,31.67671232876712,BLACK,FOIA 14-5509,2015-08-03
1051824,M,46.33972602739726,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051825,F,43.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1051828,F,31.734246575342468,BLACK,FOIA 14-5509,2015-08-03
1051829,M,54.172602739726024,HISPANIC,FOIA 14-5509,2015-08-03
1051830,M,40.48219178082192,BLACK,FOIA 14-5509,2015-08-03
1051834,M,47.298630136986304,WHITE,FOIA 14-5509,2015-08-03
1051836,M,59.942465753424656,BLACK,FOIA 14-5509,2015-08-03
1051837,M,52.10958904109589,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051839,M,28.06301369863014,WHITE,FOIA 14-5509,2015-08-03
1051840,M,25.94794520547945,WHITE,FOIA 14-5509,2015-08-03
1051841,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051842,M,50.92328767123288,WHITE,FOIA 14-5509,2015-08-03
1051850,M,26.580821917808223,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1051852,M,40.704109589041096,BLACK,FOIA 14-5509,2015-08-03
1051853,M,38.88493150684932,WHITE,FOIA 14-5509,2015-08-03
