CRID,Witness_Gender,Witness_Race
1057838,M,WHITE
1057839,M,WHITE
1057840,M,WHITE
1057841,M,BLACK
1057844,F,BLACK
1057846,F,BLACK
1057848,M,WHITE HISPANIC
1057849,F,WHITE
1057850,F,BLACK
1057852,M,BLACK
1057853,F,BLACK
1057854,M,WHITE
1057856,F,WHITE
1057858,F,BLACK
1057862,M,BLACK
1057864,M,BLACK
1057865,F,BLACK
1057866,F,BLACK
1057870,F,UNKNOWN
1057875,M,BLACK
1057876,F,BLACK
1057879,F,BLACK
1057882,F,SPANISH (DO NOT USE)
1057884,M,WHITE
1057885,F,WHITE HISPANIC
1057886,F,BLACK
1057887,M,ASIAN/PACIFIC ISLANDER
1057888,F,BLACK
1057891,F,BLACK
1057893,M,WHITE
1057894,M,BLACK
1057895,M,SPANISH (DO NOT USE)
1057896,M,WHITE
1057898,F,WHITE
1057900,M,BLACK
1057901,M,BLACK
1057902,F,BLACK
1057906,F,WHITE
1057910,M,BLACK
1057911,M,BLACK
1057920,F,BLACK
1057922,F,BLACK
1057923,M,WHITE
1057924,M,SPANISH (DO NOT USE)
1057929,M,SPANISH (DO NOT USE)
1057930,M,SPANISH (DO NOT USE)
1057933,M,WHITE
1057934,F,BLACK
1057936,M,BLACK
1057940,F,BLACK
1057941,M,BLACK
1057942,F,BLACK
1057943,F,BLACK
1057944,M,BLACK
1057946,F,BLACK
1057947,F,WHITE HISPANIC
1057949,F,WHITE HISPANIC
1057950,F,WHITE
1057953,M,BLACK
1057957,F,BLACK
1057958,F,BLACK
1057959,F,WHITE
1057960,F,BLACK
1057961,F,BLACK
1057962,F,WHITE
1057963,F,WHITE
1057966,M,WHITE HISPANIC
1057967,F,WHITE HISPANIC
1057969,M,WHITE HISPANIC
1057970,F,BLACK
1057971,M,BLACK
1057973,M,SPANISH (DO NOT USE)
1057974,M,WHITE
1057975,F,WHITE
1057980,M,BLACK
1057982,M,BLACK
1057984,M,BLACK
1057985,F,BLACK
1057987,M,WHITE
1057989,M,BLACK
1057995,M,BLACK
1058001,M,WHITE
1058004,M,BLACK
1058006,M,BLACK
1058007,M,BLACK
1058022,F,WHITE HISPANIC
1058024,F,WHITE
1058025,F,BLACK
1058026,M,BLACK
1058027,M,BLACK
1058028,M,WHITE
1058030,M,BLACK
1058031,F,BLACK
1058037,M,WHITE
1058038,F,BLACK
1058039,M,WHITE HISPANIC
1058042,F,SPANISH (DO NOT USE)
1058043,M,BLACK
1058046,M,BLACK
1058047,F,BLACK
1058050,M,WHITE
1058051,M,WHITE HISPANIC
1058052,M,BLACK
1058054,F,WHITE
1058060,M,WHITE
1058062,F,WHITE HISPANIC
1058063,M,WHITE
1058066,F,BLACK
1058070,M,WHITE
1058071,F,WHITE
1058072,F,WHITE
1058080,M,WHITE
1058081,M,WHITE
1058082,M,WHITE
1058083,M,BLACK
1058085,M,WHITE HISPANIC
1058087,M,BLACK
1058091,F,BLACK
1058095,M,BLACK
1058097,F,WHITE
1058098,F,BLACK
1058099,M,BLACK
1058101,F,SPANISH (DO NOT USE)
1058101,M,WHITE
1058101,M,SPANISH (DO NOT USE)
1058102,F,WHITE
1058103,M,BLACK
1058106,F,WHITE
1058107,M,BLACK
1058111,F,BLACK
1058113,F,WHITE
1058114,M,BLACK
1058118,M,BLACK
1058119,F,BLACK
1058121,M,WHITE
1058122,M,WHITE
1058123,F,WHITE
1058125,M,BLACK
1058126,M,UNKNOWN
1058127,F,BLACK
1058128,M,BLACK
1058129,M,UNKNOWN
1058130,X,UNKNOWN
1058131,X,UNKNOWN
1058133,M,BLACK
1058134,F,BLACK
1058135,F,BLACK
1058136,F,WHITE
1058137,F,BLACK
1058138,F,WHITE
1058139,M,WHITE HISPANIC
1058140,M,BLACK
1058143,F,BLACK
1058147,M,WHITE
1058148,F,WHITE
1058156,F,BLACK
1058157,M,BLACK
1058158,M,BLACK
1058162,M,BLACK
1058165,F,WHITE
1058166,M,BLACK
1058168,M,BLACK
1058169,M,BLACK
1058170,F,BLACK
1058170,F,BLACK
1058171,M,BLACK
1058172,M,BLACK
1058173,F,BLACK
1058174,M,BLACK
1058174,F,BLACK
1058175,F,BLACK
1058175,M,BLACK
1058177,M,BLACK
1058179,M,BLACK
1058181,M,BLACK
1058183,F,BLACK
1058184,M,AMER IND/ALASKAN NATIVE
1058189,M,BLACK
1058194,F,BLACK
1058195,F,BLACK
1058196,F,BLACK
1058197,F,BLACK
1058202,F,BLACK
1058206,F,WHITE
1058208,M,WHITE HISPANIC
1058209,M,BLACK
1058210,M,WHITE
1058211,F,WHITE HISPANIC
1058212,F,BLACK
1058213,F,BLACK
1058215,F,BLACK
1058216,F,BLACK
1058218,F,BLACK
1058220,M,WHITE
1058221,M,WHITE
1058225,F,WHITE HISPANIC
1058227,M,WHITE HISPANIC
1058228,F,WHITE HISPANIC
1058229,M,WHITE
1058230,M,BLACK
1058232,M,BLACK
1058233,F,WHITE HISPANIC
1058234,M,WHITE
1058239,F,WHITE
1058240,F,BLACK
1058241,M,BLACK
1058242,F,WHITE HISPANIC
1058247,M,BLACK
1058248,F,BLACK
1058249,F,BLACK
1058250,F,WHITE HISPANIC
1058251,M,BLACK
1058253,M,WHITE
1058255,F,BLACK
1058256,M,BLACK
1058257,M,BLACK
1058258,M,BLACK
1058259,F,WHITE HISPANIC
1058261,M,BLACK
1058263,M,BLACK
1058268,M,BLACK
1058269,M,BLACK
1058271,F,BLACK
1058273,F,BLACK
1058276,M,BLACK
1058277,F,BLACK
1058281,M,BLACK
1058283,M,WHITE
1058284,M,SPANISH (DO NOT USE)
1058284,F,BLACK
1058285,M,BLACK
1058287,F,BLACK
1058288,M,WHITE HISPANIC
1058289,M,WHITE HISPANIC
1058293,F,BLACK
1058294,F,BLACK
1058297,F,BLACK
1058302,M,UNKNOWN
1058308,F,BLACK
1058311,F,BLACK
1058314,F,WHITE HISPANIC
1058317,F,BLACK
1058323,F,BLACK
1058324,F,BLACK
1058326,F,BLACK
1058327,F,WHITE
1058329,F,BLACK
1058330,M,WHITE
1058332,F,WHITE
1058333,M,BLACK
1058336,M,WHITE
1058340,M,WHITE
1058342,M,BLACK
1058346,F,WHITE HISPANIC
1058347,M,WHITE
1058348,M,WHITE
1058349,F,BLACK
1058350,M,UNKNOWN
1058351,M,WHITE
1058353,F,BLACK
1058354,F,BLACK
1058355,M,BLACK
1058357,M,BLACK
1058358,F,BLACK
1058360,F,BLACK
1058362,M,WHITE
1058366,M,BLACK
1058369,M,BLACK
1058371,M,SPANISH (DO NOT USE)
1058372,F,WHITE
1058374,M,WHITE
1058378,F,BLACK
1058383,M,WHITE
1058389,M,WHITE
1058390,M,BLACK
1058391,M,WHITE
1058392,M,BLACK
1058393,M,WHITE
1058396,F,ASIAN/PACIFIC ISLANDER
1058397,M,WHITE
1058398,M,WHITE
1058399,F,WHITE
1058400,M,WHITE
1058404,F,WHITE
1058406,M,BLACK
1058408,M,BLACK
1058410,F,BLACK
1058417,M,WHITE HISPANIC
1058418,F,BLACK
1058419,F,BLACK
1058423,M,BLACK
1058424,M,WHITE
1058426,F,BLACK
1058428,M,BLACK
1058429,F,BLACK
1058433,F,BLACK
1058436,F,BLACK
1058437,F,BLACK
1058438,F,BLACK
1058439,M,BLACK
1058440,M,WHITE
1058441,M,BLACK
1058445,M,WHITE
1058446,M,WHITE
1058448,F,BLACK
1058451,F,BLACK
1058452,F,WHITE
1058455,M,WHITE
1058456,F,BLACK
1058457,M,WHITE
1058460,F,WHITE HISPANIC
1058464,M,UNKNOWN
1058465,F,WHITE HISPANIC
1058466,F,BLACK
1058468,M,WHITE HISPANIC
1058470,F,BLACK
1058472,M,SPANISH (DO NOT USE)
1058474,M,UNKNOWN
1058476,M,WHITE HISPANIC
1058478,F,BLACK
1058480,M,ASIAN/PACIFIC ISLANDER
1058481,F,BLACK
1058484,M,BLACK
1058486,F,BLACK
1058487,M,BLACK
1058488,M,WHITE
1058489,M,BLACK
1058498,M,BLACK
1058499,F,BLACK
1058502,M,WHITE HISPANIC
1058504,F,WHITE HISPANIC
1058507,M,BLACK
1058508,F,BLACK
1058509,F,BLACK
1058511,M,BLACK
1058512,F,BLACK
1058513,M,BLACK
1058517,F,BLACK
1058518,M,WHITE
1058519,M,BLACK
1058521,M,BLACK
1058522,F,BLACK
1058523,M,WHITE HISPANIC
1058525,F,WHITE
1058526,M,BLACK
1058529,F,WHITE
1058532,F,BLACK
1058533,M,UNKNOWN
1058536,M,SPANISH (DO NOT USE)
1058541,M,WHITE
1058542,F,WHITE HISPANIC
1058543,F,WHITE HISPANIC
1058545,F,BLACK
1058546,F,BLACK
1058547,M,BLACK
1058549,M,WHITE
1058550,M,BLACK
1058551,M,BLACK
1058552,F,WHITE
1058555,M,BLACK
1058556,M,BLACK
1058559,M,WHITE
1058560,M,WHITE
1058561,M,UNKNOWN
1058564,F,BLACK
1058565,M,WHITE
1058566,F,BLACK
1058568,M,WHITE HISPANIC
1058569,M,BLACK
1058572,M,BLACK
1058574,M,BLACK
1058576,F,BLACK
1058580,M,WHITE
1058581,M,SPANISH (DO NOT USE)
1058583,M,BLACK
1058584,M,BLACK
1058585,M,WHITE
1058587,F,BLACK
1058588,F,BLACK
1058589,M,BLACK
1058590,F,BLACK
1058591,M,SPANISH (DO NOT USE)
1058593,F,WHITE
1058594,F,BLACK
1058596,F,WHITE
1058598,F,BLACK
1058601,M,WHITE HISPANIC
1058606,F,BLACK
1058607,M,WHITE
1058608,M,BLACK
1058610,F,WHITE
1058613,F,BLACK
1058615,M,WHITE
1058616,M,BLACK
1058618,F,BLACK
1058621,F,BLACK
1058622,F,BLACK
1058625,F,WHITE HISPANIC
1058628,F,WHITE HISPANIC
1058632,F,BLACK
1058635,M,BLACK
1058636,M,BLACK
1058637,M,BLACK
1058639,F,BLACK
1058642,F,WHITE
1058644,M,BLACK
1058646,F,BLACK
1058647,F,BLACK
1058649,F,BLACK
1058651,M,BLACK
1058652,M,WHITE
1058653,F,WHITE
1058654,M,BLACK
1058655,M,BLACK
1058656,F,BLACK
1058657,F,BLACK
1058659,F,UNKNOWN
1058660,M,WHITE HISPANIC
1058661,F,WHITE
1058667,F,BLACK
1058668,M,BLACK
1058675,F,BLACK
1058676,M,WHITE
1058679,F,BLACK
1058680,F,WHITE HISPANIC
1058683,M,BLACK
1058684,M,BLACK
1058685,F,WHITE HISPANIC
1058688,M,BLACK
1058691,F,BLACK
1058692,F,BLACK
1058693,M,BLACK
1058695,F,BLACK
1058696,F,UNKNOWN
1058697,M,BLACK
1058698,M,BLACK
1058699,M,ASIAN/PACIFIC ISLANDER
1058700,M,WHITE
1058701,F,SPANISH (DO NOT USE)
1058705,F,BLACK
1058706,F,UNKNOWN
1058709,M,BLACK
1058710,F,BLACK
1058711,F,BLACK
1058712,M,BLACK
1058715,M,BLACK
1058716,F,BLACK
1058720,F,WHITE
1058721,M,ASIAN/PACIFIC ISLANDER
1058723,M,BLACK
1058724,M,WHITE
1058725,F,WHITE HISPANIC
1058727,M,SPANISH (DO NOT USE)
1058728,F,BLACK
1058730,F,BLACK
1058731,M,BLACK
1058732,F,WHITE
1058745,F,BLACK
1058746,M,BLACK
1058751,F,WHITE HISPANIC
1058753,M,BLACK
1058754,F,WHITE
1058755,M,BLACK
1058760,M,WHITE HISPANIC
1058762,F,BLACK
1058765,F,BLACK
1058768,F,BLACK
1058769,M,WHITE
1058770,M,WHITE HISPANIC
1058772,F,BLACK
1058777,F,BLACK
1058778,F,WHITE
1058779,F,BLACK
1058780,M,BLACK
1058781,F,WHITE HISPANIC
1058782,F,BLACK
1058784,M,BLACK
1058786,M,WHITE
1058788,F,BLACK
1058792,F,BLACK
1058793,M,WHITE
1058794,M,UNKNOWN
1058794,M,BLACK
1058795,F,BLACK
1058796,M,WHITE
1058797,F,BLACK
1058797,F,BLACK
1058798,F,WHITE
1058800,M,WHITE
1058801,F,WHITE
1058803,F,BLACK
1058806,F,BLACK
1058809,F,BLACK
1058810,F,BLACK
1058817,F,BLACK
1058818,M,BLACK
1058820,M,BLACK
1058821,M,BLACK
1058822,M,BLACK
1058827,F,BLACK
1058831,F,WHITE HISPANIC
1058837,F,BLACK
1058838,F,BLACK
1058841,F,WHITE
1058842,F,BLACK
1058843,F,BLACK
1058844,M,WHITE
1058845,M,WHITE
1058846,M,BLACK
1058847,M,BLACK
1058848,F,BLACK
1058849,F,BLACK
1058850,F,BLACK
1058851,M,WHITE HISPANIC
1058852,M,BLACK HISPANIC
1058853,F,BLACK
1058854,F,WHITE
1058855,M,BLACK HISPANIC
1058856,M,WHITE
1058859,M,WHITE
1058860,M,WHITE
1058862,M,WHITE
1058864,F,BLACK
1058865,F,BLACK
1058866,M,BLACK
1058867,M,BLACK
1058868,M,WHITE
1058870,M,BLACK
1058872,M,WHITE
1058873,F,BLACK
1058874,F,BLACK
1058875,F,BLACK
1058876,F,BLACK
1058877,M,BLACK
1058878,F,BLACK
1058879,F,SPANISH (DO NOT USE)
1058880,F,BLACK
1058881,F,BLACK
1058883,F,BLACK
1058884,M,ASIAN/PACIFIC ISLANDER
1058886,F,WHITE
1058893,M,BLACK
1058895,F,BLACK
1058898,F,BLACK
1058899,M,WHITE HISPANIC
1058903,M,WHITE
1058907,F,BLACK
1058908,M,BLACK
1058909,M,BLACK
1058910,M,BLACK
1058913,M,SPANISH (DO NOT USE)
1058914,F,BLACK
1058916,M,WHITE
1058917,M,WHITE
1058918,M,WHITE
1058919,F,BLACK
1058921,M,WHITE
1058922,M,WHITE
1058924,F,BLACK
1058925,M,BLACK
1058927,M,BLACK
1058928,M,WHITE HISPANIC
1058930,M,BLACK
1058931,F,BLACK
1058932,M,BLACK
1058933,M,BLACK
1058936,M,BLACK
1058937,M,BLACK
1058938,F,BLACK
1058941,M,BLACK
1058944,F,WHITE HISPANIC
1058946,F,BLACK
1058947,F,WHITE HISPANIC
1058949,F,BLACK
1058951,F,BLACK
1058952,F,BLACK
1058954,M,WHITE
1058955,F,BLACK
1058956,F,BLACK
1058958,M,WHITE
1058959,M,WHITE
1058960,F,BLACK
1058962,M,WHITE HISPANIC
1058964,F,BLACK
1058965,F,WHITE HISPANIC
1058967,F,WHITE HISPANIC
1058968,M,UNKNOWN
1058970,F,BLACK
1058974,M,WHITE
1058975,M,BLACK
1058976,F,WHITE HISPANIC
1058978,F,BLACK
1058982,M,WHITE
1058984,M,BLACK
1058985,F,BLACK
1058986,M,BLACK
1058987,M,UNKNOWN
1058988,M,WHITE
1058991,M,BLACK
1058993,M,WHITE
1058994,F,BLACK
1058995,F,BLACK
1058996,F,BLACK
1058997,M,WHITE
1059000,F,BLACK
1059002,M,BLACK
1059003,F,BLACK
1059004,M,BLACK
1059005,M,BLACK
1059009,F,BLACK
1059011,F,BLACK
1059015,F,BLACK
1059016,F,BLACK
1059017,M,BLACK
1059018,M,BLACK
1059020,M,ASIAN/PACIFIC ISLANDER
1059021,F,BLACK
1059024,M,UNKNOWN
1059029,F,WHITE
1059035,F,UNKNOWN
1059043,M,BLACK
1059044,M,WHITE
1059045,F,WHITE HISPANIC
1059046,F,BLACK
1059048,M,BLACK
1059049,M,WHITE
1059052,F,UNKNOWN
1059055,F,BLACK
1059057,F,BLACK
1059060,M,BLACK
1059061,M,BLACK
1059062,M,BLACK
1059064,F,BLACK
1059067,M,BLACK
1059068,F,BLACK
1059069,M,WHITE
1059070,M,BLACK
1059071,M,BLACK
1059072,M,WHITE
1059074,M,ASIAN/PACIFIC ISLANDER
1059075,M,WHITE
1059076,F,WHITE
1059078,F,WHITE
1059079,M,BLACK
1059081,M,WHITE
1059084,M,BLACK
1059085,M,BLACK
1059086,M,WHITE
1059087,M,BLACK
1059088,F,BLACK
1059089,F,WHITE
1059092,F,BLACK
1059093,F,BLACK
1059095,F,WHITE HISPANIC
1059099,F,BLACK
1059101,F,WHITE HISPANIC
1059102,M,BLACK HISPANIC
1059104,M,BLACK
1059108,F,WHITE
1059110,F,WHITE
1059111,F,BLACK
1059112,F,BLACK
1059113,M,BLACK
1059123,F,BLACK
1059125,M,WHITE
1059126,M,BLACK
1059127,F,BLACK
1059129,F,BLACK
1059133,F,BLACK
1059135,M,BLACK
1059136,M,WHITE
1059138,F,BLACK
1059140,F,UNKNOWN
1059142,M,WHITE
1059143,M,WHITE
1059145,M,BLACK
1059151,F,BLACK
1059155,M,BLACK
1059156,F,WHITE HISPANIC
1059158,M,WHITE HISPANIC
1059161,M,WHITE
1059163,F,BLACK
1059165,M,WHITE HISPANIC
1059166,F,BLACK
1059168,M,BLACK
1059169,M,BLACK
1059171,M,BLACK
1059173,M,WHITE
1059174,M,WHITE
1059176,F,BLACK
1059178,M,WHITE HISPANIC
1059179,F,BLACK
1059180,F,WHITE HISPANIC
1059181,F,BLACK
1059182,F,WHITE
1059183,F,BLACK
1059184,M,ASIAN/PACIFIC ISLANDER
1059185,F,BLACK
1059188,F,BLACK
1059192,F,UNKNOWN
1059195,M,WHITE
1059196,F,BLACK
1059198,F,BLACK
1059200,F,BLACK
1059202,F,BLACK
1059203,M,BLACK
1059204,M,BLACK
1059205,M,BLACK
1059207,F,WHITE
1059210,F,BLACK
1059211,M,BLACK
1059212,M,BLACK
1059214,M,BLACK HISPANIC
1059215,M,BLACK
1059216,F,WHITE HISPANIC
1059218,M,BLACK
1059222,F,WHITE
1059223,F,BLACK
1059225,M,BLACK
1059226,F,BLACK
1059227,F,BLACK
1059228,F,BLACK
1059229,M,BLACK
1059230,F,BLACK
1059231,M,BLACK
1059232,M,BLACK
1059233,M,BLACK
1059235,M,WHITE
1059237,M,BLACK
1059240,M,BLACK
1059244,M,WHITE HISPANIC
1059245,M,BLACK
1059246,M,WHITE HISPANIC
1059248,M,BLACK
1059251,M,BLACK
1059252,M,UNKNOWN
1059254,F,WHITE
1059255,M,BLACK
1059255,F,BLACK
1059256,M,BLACK
1059257,F,BLACK
1059258,F,WHITE
1059259,M,BLACK
1059260,F,BLACK
1059262,M,BLACK
1059264,M,WHITE
1059266,F,BLACK
1059267,F,WHITE
1059268,M,SPANISH (DO NOT USE)
1059269,F,BLACK
1059271,F,BLACK
1059272,M,WHITE HISPANIC
1059273,M,BLACK
1059273,M,WHITE
1059274,M,BLACK
1059275,F,WHITE
1059276,M,BLACK
1059278,M,WHITE
1059280,M,BLACK
1059282,M,WHITE
1059283,F,BLACK
1059284,M,WHITE HISPANIC
1059290,M,BLACK
1059291,M,WHITE
1059292,F,BLACK
1059293,F,BLACK
1059296,M,WHITE
1059303,M,BLACK
1059305,M,WHITE
1059306,F,BLACK
1059307,F,BLACK
1059308,M,BLACK
1059309,F,BLACK
1059311,F,BLACK
1059314,F,BLACK
1059317,F,BLACK
1059318,M,ASIAN/PACIFIC ISLANDER
1059319,M,WHITE
1059322,F,BLACK
1059323,F,BLACK
1059324,M,BLACK
1059326,M,WHITE
1059328,F,WHITE
1059331,M,BLACK
1059334,F,BLACK
1059335,F,BLACK
1059338,M,BLACK
1059339,M,BLACK
1059343,M,WHITE
1059346,M,BLACK
1059347,M,SPANISH (DO NOT USE)
1059349,M,BLACK
1059350,F,BLACK
1059351,F,BLACK
1059352,M,WHITE HISPANIC
1059361,F,BLACK
1059362,M,BLACK
1059363,F,BLACK
1059365,M,BLACK
1059366,F,BLACK
1059367,F,BLACK
1059370,M,BLACK
1059371,F,BLACK
1059373,M,WHITE
1059375,M,BLACK
1059376,F,WHITE
1059377,F,WHITE
1059378,M,WHITE
1059381,F,SPANISH (DO NOT USE)
1059383,M,WHITE HISPANIC
1059384,F,BLACK
1059385,M,WHITE
1059386,M,BLACK
1059387,M,WHITE
1059388,F,BLACK
1059389,M,BLACK
1059390,F,WHITE HISPANIC
1059391,F,SPANISH (DO NOT USE)
1059395,M,BLACK
1059397,F,BLACK
1059398,F,WHITE
1059399,F,BLACK
1059405,F,BLACK
1059406,F,BLACK
1059407,F,BLACK
1059408,M,BLACK
1059413,M,BLACK
1059414,F,BLACK
1059415,M,WHITE
1059417,M,BLACK
1059419,M,BLACK
1059420,M,WHITE HISPANIC
1059424,M,BLACK
1059425,F,BLACK
1059426,F,WHITE
1059428,F,WHITE HISPANIC
1059429,M,WHITE HISPANIC
1059430,M,BLACK
1059432,M,BLACK
1059434,F,BLACK
1059435,M,BLACK
1059437,M,BLACK
1059438,M,WHITE
1059443,M,BLACK
1059444,M,BLACK
1059446,M,BLACK
1059449,F,BLACK
1059454,F,BLACK
1059455,F,UNKNOWN
1059456,M,BLACK
1059457,F,BLACK
1059459,F,BLACK
1059463,M,ASIAN/PACIFIC ISLANDER
1059464,F,BLACK
1059469,F,WHITE
1059471,F,ASIAN/PACIFIC ISLANDER
1059474,M,BLACK
1059476,F,BLACK
1059477,F,BLACK
1059478,M,WHITE
1059479,F,BLACK
1059480,F,BLACK
1059481,M,WHITE
1059487,F,BLACK
1059488,F,BLACK
1059490,M,BLACK
1059490,F,BLACK
1059492,F,WHITE
1059494,F,BLACK
1059495,F,BLACK
1059496,M,WHITE
1059505,F,BLACK
1059507,F,BLACK
1059508,M,BLACK
1059511,M,WHITE HISPANIC
1059512,M,WHITE HISPANIC
1059513,M,WHITE HISPANIC
1059514,M,SPANISH (DO NOT USE)
1059517,M,BLACK
1059519,F,BLACK
1059527,F,BLACK
1059534,M,BLACK
1059535,F,BLACK
1059538,M,WHITE HISPANIC
1059539,F,BLACK
1059540,M,WHITE
1059541,F,BLACK
1059542,F,BLACK
1059543,F,UNKNOWN
1059544,M,BLACK
1059546,M,BLACK
1059547,F,BLACK
1059550,F,WHITE
1059551,M,BLACK
1059552,M,BLACK
1059555,M,BLACK
1059557,F,WHITE
1059563,M,BLACK
1059564,M,WHITE
1059565,M,BLACK
1059566,M,BLACK
1059567,M,WHITE HISPANIC
1059570,F,BLACK
1059571,F,BLACK
1059572,F,WHITE
1059573,M,BLACK
1059574,F,BLACK
1059575,F,BLACK
1059579,M,BLACK
1059580,M,WHITE
1059581,F,WHITE
1059584,M,BLACK
1059587,M,WHITE
1059588,M,BLACK
1059590,F,BLACK
1059591,F,BLACK
1059592,M,BLACK
1059593,F,BLACK
1059594,F,BLACK
1059596,F,UNKNOWN
1059601,M,BLACK
1059603,F,BLACK
1059604,F,BLACK
1059606,M,BLACK
1059607,M,BLACK
1059608,F,BLACK
1059609,F,BLACK
1059610,F,BLACK
1059611,F,SPANISH (DO NOT USE)
1059614,F,BLACK
1059617,F,BLACK
1059618,F,BLACK
1059619,M,BLACK
1059621,F,BLACK
1059622,F,BLACK
1059623,F,BLACK
1059624,F,BLACK
1059625,M,BLACK
1059626,M,BLACK
1059627,F,BLACK
1059628,F,BLACK HISPANIC
1059629,M,WHITE
1059630,F,BLACK
1059631,M,BLACK
1059632,M,WHITE
1059634,M,WHITE HISPANIC
1059636,M,WHITE
1059638,F,BLACK
1059639,M,BLACK
1059640,F,BLACK
1059641,M,BLACK
1059643,M,BLACK
1059645,F,BLACK
1059646,M,WHITE HISPANIC
1059647,M,BLACK
1059648,M,BLACK
1059650,M,BLACK
1059651,F,BLACK
1059653,M,BLACK
1059656,M,BLACK
1059658,M,WHITE HISPANIC
1059659,F,BLACK
1059660,M,BLACK
1059661,M,BLACK
1059662,M,WHITE
1059664,M,BLACK
1059664,M,BLACK
1059665,F,BLACK
1059666,F,WHITE
1059668,M,BLACK
1059670,F,BLACK
1059671,F,BLACK
1059672,M,BLACK
1059674,M,WHITE
1059676,M,BLACK
1059678,F,BLACK
1059680,F,BLACK
1059681,F,BLACK
1059684,F,BLACK
1059688,M,WHITE HISPANIC
1059691,M,BLACK
1059692,M,WHITE HISPANIC
1059693,M,BLACK
1059697,M,BLACK
1059701,F,SPANISH (DO NOT USE)
1059704,M,WHITE
1059706,F,UNKNOWN
1059707,M,BLACK
1059709,F,BLACK
1059713,F,BLACK
1059716,M,WHITE
1059721,M,BLACK
1059724,F,BLACK
1059727,M,BLACK
1059728,F,BLACK
1059729,M,BLACK
1059730,M,BLACK
1059732,M,BLACK
1059733,M,BLACK
1059735,F,WHITE
1059736,M,BLACK
1059738,F,WHITE HISPANIC
1059740,M,BLACK
1059742,M,BLACK
1059743,M,BLACK
1059744,F,WHITE HISPANIC
1059745,M,BLACK
1059748,M,BLACK
1059750,M,BLACK
1059756,M,BLACK
1059757,M,WHITE
1059758,F,UNKNOWN
1059759,F,WHITE
1059761,M,BLACK
1059767,M,WHITE
1059769,M,BLACK
1059771,M,WHITE
1059772,F,BLACK
1059775,M,BLACK
1059776,M,BLACK
1059782,F,SPANISH (DO NOT USE)
1059784,M,WHITE
1059785,F,UNKNOWN
1059785,M,UNKNOWN
1059786,F,BLACK
1059789,M,WHITE
1059790,F,BLACK
1059791,F,BLACK
1059792,F,BLACK
1059795,M,WHITE HISPANIC
1059797,M,BLACK
1059799,M,BLACK
1059801,M,WHITE
1059804,F,UNKNOWN
1059807,M,WHITE HISPANIC
1059808,M,WHITE HISPANIC
1059811,F,BLACK
1059812,F,BLACK
1059816,M,UNKNOWN
1059817,F,BLACK
1059818,M,BLACK
1059822,F,WHITE
1059823,F,WHITE HISPANIC
1059824,M,BLACK
1059827,M,ASIAN/PACIFIC ISLANDER
1059828,M,BLACK
1059829,M,BLACK
1059832,M,BLACK
1059833,F,BLACK
1059834,M,BLACK
1059838,M,WHITE
1059839,F,BLACK
1059842,M,BLACK
1059843,F,BLACK
1059844,M,BLACK
1059845,M,BLACK
1059846,F,BLACK
1059847,F,BLACK
1059850,M,WHITE HISPANIC
1059853,M,BLACK
1059860,F,BLACK
1059861,M,BLACK
1059863,M,WHITE
1059865,M,WHITE
1059870,F,WHITE
1059875,M,BLACK
1059878,M,BLACK
1059882,M,BLACK
1059884,M,BLACK
1059889,M,WHITE HISPANIC
1059890,F,BLACK
1059891,F,UNKNOWN
1059895,F,BLACK
1059898,F,WHITE
1059900,F,UNKNOWN
1059901,M,WHITE HISPANIC
1059902,F,BLACK
1059903,M,BLACK
1059904,M,BLACK
1059905,X,UNKNOWN
1059906,M,BLACK
1059909,F,WHITE
1059911,F,BLACK
1059912,F,BLACK
1059913,F,WHITE
1059915,F,BLACK
1059923,M,BLACK
1059925,F,WHITE
1059930,M,WHITE HISPANIC
1059931,F,BLACK
1059932,F,BLACK
1059933,F,BLACK
1059934,F,SPANISH (DO NOT USE)
1059937,F,BLACK
1059938,F,WHITE
1059939,F,BLACK
1059940,M,BLACK
1059942,F,BLACK
1059943,F,BLACK
1059945,M,WHITE
1059947,F,BLACK
1059948,F,BLACK
1059949,M,WHITE HISPANIC
1059950,M,SPANISH (DO NOT USE)
1059952,M,UNKNOWN
1059953,M,BLACK
1059956,F,WHITE
1059957,F,BLACK
1059958,M,WHITE
1059960,M,WHITE
1059961,M,WHITE
1059962,M,BLACK
1059963,F,BLACK
1059964,F,BLACK
1059967,F,BLACK
1059971,F,BLACK
1059972,M,BLACK
1059974,M,BLACK
1059975,F,BLACK
1059979,F,BLACK
1059980,F,BLACK
1059982,M,WHITE
1059984,F,UNKNOWN
1059986,M,WHITE
1059992,M,BLACK
1059994,F,BLACK
1059995,F,BLACK
1059996,M,BLACK
1059997,F,BLACK
1059998,M,BLACK
1060000,F,WHITE HISPANIC
1060001,M,BLACK
1060005,M,BLACK
1060006,M,WHITE HISPANIC
1060008,M,WHITE
1060010,F,BLACK
1060013,F,BLACK
1060014,F,BLACK
1060017,M,BLACK
1060019,F,WHITE
1060020,M,BLACK
1060021,M,BLACK
1060022,M,BLACK
1060023,M,WHITE HISPANIC
1060024,M,BLACK
1060025,M,BLACK
1060027,M,BLACK
1060028,M,BLACK
1060032,F,BLACK
1060033,F,BLACK
1060034,M,BLACK
1060035,M,BLACK
1060036,M,SPANISH (DO NOT USE)
1060038,M,BLACK
1060039,M,SPANISH (DO NOT USE)
1060042,M,WHITE
1060043,M,BLACK
