CRID,Witness_Gender,Witness_Race
1060045,M,BLACK
1060047,F,SPANISH (DO NOT USE)
1060048,M,BLACK
1060049,M,BLACK
1060050,M,WHITE HISPANIC
1060051,F,BLACK
1060052,F,BLACK
1060054,M,BLACK
1060056,M,WHITE
1060060,M,BLACK
1060064,F,BLACK
1060065,M,WHITE
1060068,M,BLACK
1060071,F,WHITE
1060074,F,SPANISH (DO NOT USE)
1060074,M,WHITE
1060077,M,WHITE HISPANIC
1060078,M,WHITE
1060082,M,BLACK
1060084,F,BLACK
1060086,M,UNKNOWN
1060088,F,WHITE HISPANIC
1060089,F,BLACK
1060090,M,WHITE
1060095,F,BLACK
1060096,F,BLACK
1060097,F,BLACK
1060098,M,BLACK
1060099,F,WHITE
1060100,M,UNKNOWN
1060102,M,BLACK
1060103,F,BLACK
1060104,M,WHITE HISPANIC
1060105,F,WHITE
1060114,F,BLACK
1060115,M,BLACK
1060116,M,WHITE
1060118,F,BLACK
1060119,M,BLACK
1060122,M,BLACK
1060123,M,BLACK
1060125,M,WHITE HISPANIC
1060126,M,WHITE HISPANIC
1060127,M,BLACK
1060131,M,BLACK
1060135,F,BLACK
1060138,M,BLACK
1060140,F,BLACK
1060142,F,BLACK
1060143,M,WHITE
1060146,M,UNKNOWN
1060147,M,WHITE
1060148,M,WHITE HISPANIC
1060149,F,BLACK
1060152,F,BLACK
1060153,M,BLACK
1060154,F,WHITE
1060155,M,BLACK
1060160,F,WHITE HISPANIC
1060161,M,WHITE HISPANIC
1060165,M,BLACK
1060166,M,WHITE
1060169,M,WHITE
1060171,F,BLACK
1060172,F,BLACK
1060173,F,BLACK
1060174,F,BLACK
1060174,F,BLACK
1060176,F,BLACK
1060177,M,BLACK
1060178,M,BLACK
1060182,M,WHITE
1060183,M,BLACK
1060184,M,WHITE
1060186,M,BLACK
1060187,M,WHITE HISPANIC
1060189,F,BLACK
1060191,M,BLACK
1060193,F,WHITE
1060194,F,BLACK
1060195,F,BLACK
1060197,M,WHITE HISPANIC
1060198,M,WHITE
1060200,M,WHITE
1060201,F,BLACK
1060202,F,BLACK
1060203,M,WHITE HISPANIC
1060204,M,BLACK
1060205,M,WHITE
1060208,F,BLACK
1060209,M,WHITE
1060214,M,WHITE
1060215,M,BLACK
1060217,F,BLACK
1060218,F,WHITE HISPANIC
1060219,F,BLACK
1060221,M,BLACK
1060222,F,BLACK
1060226,M,WHITE
1060227,M,BLACK
1060228,M,WHITE
1060230,M,SPANISH (DO NOT USE)
1060231,F,BLACK
1060234,F,BLACK
1060240,F,BLACK
1060241,F,WHITE HISPANIC
1060242,M,BLACK
1060243,M,BLACK
1060246,F,BLACK
1060249,F,UNKNOWN
1060250,M,WHITE
1060252,M,BLACK
1060254,F,UNKNOWN
1060256,M,BLACK
1060257,M,WHITE
1060260,F,BLACK
1060262,M,WHITE
1060265,M,BLACK
1060267,F,BLACK
1060273,M,WHITE
1060276,F,BLACK
1060278,M,BLACK
1060279,F,BLACK
1060281,M,WHITE
1060282,M,BLACK
1060286,M,ASIAN/PACIFIC ISLANDER
1060289,F,BLACK
1060290,M,WHITE
1060292,M,WHITE HISPANIC
1060294,M,BLACK
1060297,M,BLACK
1060299,M,BLACK
1060303,M,BLACK
1060306,M,WHITE
1060308,M,BLACK
1060310,M,WHITE
1060313,M,WHITE
1060314,M,BLACK
1060317,M,BLACK
1060318,M,WHITE HISPANIC
1060319,F,WHITE
1060321,M,BLACK
1060322,M,BLACK
1060325,F,WHITE HISPANIC
1060325,F,SPANISH (DO NOT USE)
1060329,M,BLACK
1060330,F,WHITE
1060333,M,BLACK
1060335,M,WHITE
1060339,M,BLACK
1060340,F,BLACK
1060341,F,BLACK
1060344,M,WHITE
1060345,M,BLACK
1060346,M,WHITE
1060348,M,WHITE
1060355,F,BLACK
1060358,M,WHITE HISPANIC
1060359,M,BLACK
1060361,M,SPANISH (DO NOT USE)
1060374,F,WHITE HISPANIC
1060375,M,WHITE HISPANIC
1060378,M,WHITE HISPANIC
1060381,F,WHITE HISPANIC
1060383,M,BLACK
1060392,F,BLACK
1060394,F,UNKNOWN
1060397,M,BLACK
1060398,M,BLACK
1060400,M,UNKNOWN
1060401,F,WHITE HISPANIC
1060402,M,UNKNOWN
1060403,M,BLACK
1060405,M,BLACK
1060406,M,BLACK
1060407,M,WHITE
1060411,F,BLACK
1060414,M,WHITE
1060415,F,BLACK
1060421,M,ASIAN/PACIFIC ISLANDER
1060422,F,WHITE
1060424,M,BLACK
1060426,M,BLACK
1060428,M,UNKNOWN
1060429,F,WHITE HISPANIC
1060431,M,WHITE HISPANIC
1060432,F,BLACK
1060433,M,WHITE
1060434,F,UNKNOWN
1060436,M,BLACK
1060441,M,SPANISH (DO NOT USE)
1060443,F,BLACK
1060447,F,UNKNOWN
1060448,M,BLACK
1060449,F,BLACK
1060450,M,BLACK
1060452,F,BLACK
1060453,F,BLACK
1060454,F,BLACK
1060455,F,BLACK
1060456,M,BLACK
1060462,M,WHITE
1060468,M,WHITE
1060470,F,BLACK
1060471,M,WHITE HISPANIC
1060473,M,BLACK
1060475,M,WHITE
1060476,F,BLACK
1060478,F,BLACK
1060481,F,BLACK
1060482,F,WHITE HISPANIC
1060483,F,WHITE HISPANIC
1060484,M,SPANISH (DO NOT USE)
1060486,M,BLACK
1060491,F,BLACK
1060498,F,BLACK
1060499,F,BLACK
1060500,M,WHITE
1060501,F,BLACK
1060502,F,BLACK
1060503,F,BLACK
1060504,M,BLACK
1060505,M,UNKNOWN
1060506,F,UNKNOWN
1060507,F,BLACK
1060508,M,BLACK
1060510,M,BLACK
1060511,M,BLACK
1060514,F,BLACK
1060519,F,WHITE
1060521,M,BLACK
1060522,M,BLACK
1060522,M,BLACK
1060524,M,BLACK
1060525,M,WHITE HISPANIC
1060526,M,WHITE
1060527,M,BLACK
1060528,M,WHITE
1060529,F,BLACK
1060530,F,UNKNOWN
1060534,M,WHITE
1060535,F,WHITE
1060536,F,BLACK
1060537,M,BLACK
1060538,M,WHITE HISPANIC
1060539,M,BLACK
1060540,F,WHITE HISPANIC
1060541,M,BLACK
1060542,F,WHITE HISPANIC
1060543,M,BLACK
1060545,M,WHITE
1060550,M,BLACK
1060551,M,BLACK
1060553,F,BLACK
1060554,M,WHITE HISPANIC
1060556,M,WHITE HISPANIC
1060557,M,BLACK
1060561,F,WHITE
1060565,F,BLACK
1060566,M,BLACK
1060567,F,BLACK
1060569,M,BLACK
1060570,F,BLACK
1060572,M,BLACK
1060573,M,BLACK
1060575,F,BLACK
1060576,F,BLACK
1060579,F,WHITE
1060580,M,BLACK
1060581,F,BLACK
1060582,F,BLACK
1060583,M,UNKNOWN
1060584,F,BLACK
1060586,F,BLACK
1060587,F,BLACK
1060591,F,WHITE
1060596,M,BLACK
1060598,M,BLACK
1060599,F,BLACK
1060602,M,WHITE HISPANIC
1060603,M,UNKNOWN
1060604,M,BLACK
1060606,F,WHITE
1060607,F,BLACK
1060610,M,WHITE
1060611,M,WHITE
1060613,M,UNKNOWN
1060614,M,ASIAN/PACIFIC ISLANDER
1060617,F,BLACK
1060620,F,BLACK
1060621,F,BLACK
1060626,F,WHITE HISPANIC
1060627,F,WHITE HISPANIC
1060628,F,BLACK
1060632,M,BLACK
1060633,F,BLACK
1060634,F,BLACK
1060637,F,WHITE
1060638,M,BLACK
1060639,F,BLACK
1060640,F,BLACK
1060641,F,BLACK
1060643,F,BLACK
1060645,F,WHITE
1060647,M,BLACK
1060651,F,BLACK
1060653,F,WHITE
1060654,M,BLACK
1060655,M,WHITE HISPANIC
1060657,F,BLACK
1060658,F,BLACK
1060660,M,WHITE
1060661,M,BLACK
1060664,M,BLACK
1060665,F,BLACK
1060667,F,BLACK
1060668,F,BLACK
1060671,F,BLACK
1060672,F,BLACK
1060675,M,BLACK
1060676,M,ASIAN/PACIFIC ISLANDER
1060679,F,WHITE
1060680,F,BLACK
1060681,F,WHITE HISPANIC
1060682,M,BLACK
1060683,F,WHITE
1060684,M,BLACK
1060687,F,BLACK
1060692,F,BLACK
1060698,F,BLACK
1060699,F,BLACK
1060703,F,BLACK
1060709,F,BLACK
1060712,F,BLACK
1060715,M,ASIAN/PACIFIC ISLANDER
1060729,F,BLACK
1060739,F,BLACK
1060752,M,SPANISH (DO NOT USE)
1060791,F,BLACK
1060792,M,WHITE
1060793,M,BLACK
1060825,M,BLACK
1060831,F,BLACK
1060836,F,BLACK
1060839,M,WHITE
1060847,F,WHITE HISPANIC
1060850,M,BLACK
1060860,M,BLACK
1060862,M,WHITE HISPANIC
1060870,F,BLACK
1060873,F,BLACK
1060874,M,BLACK
1060881,F,WHITE HISPANIC
1060885,F,UNKNOWN
1060893,M,BLACK HISPANIC
1060904,M,BLACK
1060910,M,BLACK
1060911,F,BLACK
1060913,F,BLACK
1060914,M,WHITE HISPANIC
1060946,M,WHITE HISPANIC
1060969,M,BLACK
1060973,F,UNKNOWN
1060986,M,BLACK
1060989,M,BLACK
1061007,F,WHITE
1061022,M,WHITE
1061037,F,BLACK
1061049,M,WHITE HISPANIC
1061097,M,BLACK
1061134,X,UNKNOWN
1061159,F,BLACK
1061188,M,UNKNOWN
1061198,M,BLACK
1061359,F,WHITE
1061360,M,WHITE
1061371,F,BLACK
1061405,M,BLACK
1061423,F,WHITE
1061424,F,WHITE
1061425,F,WHITE
1061426,F,WHITE
1061427,F,WHITE
1061479,M,BLACK
1061482,F,UNKNOWN
1061579,F,BLACK
1061588,M,BLACK
1061590,F,WHITE HISPANIC
1061613,M,UNKNOWN
1061621,M,WHITE
1061625,M,WHITE HISPANIC
1061726,F,BLACK
1061891,M,BLACK
1061902,F,BLACK
1061903,M,BLACK
1061906,M,UNKNOWN
1061917,M,WHITE
1061979,M,WHITE
1061993,M,WHITE HISPANIC
1062002,F,BLACK
1062011,M,BLACK
1062015,M,WHITE
1062035,M,UNKNOWN
1062042,M,BLACK
1062049,F,BLACK
1062065,F,SPANISH (DO NOT USE)
1062129,F,BLACK
1062153,M,UNKNOWN
1062194,M,BLACK
1062280,F,BLACK
1062332,M,BLACK
1062366,M,BLACK
1062395,F,WHITE
1062438,F,BLACK
1062757,M,BLACK
1062928,F,UNKNOWN
1062943,M,UNKNOWN
1062947,F,BLACK
1063006,M,BLACK
1063018,M,WHITE HISPANIC
1063044,M,BLACK
1063045,M,BLACK
1063140,M,BLACK
1063398,M,BLACK
1063453,F,UNKNOWN
1063631,M,BLACK
1063758,M,SPANISH (DO NOT USE)
1063904,M,BLACK
1063925,M,BLACK
1064215,F,BLACK
1064248,M,WHITE HISPANIC
1064260,X,UNKNOWN
1064422,X,UNKNOWN
1064524,M,BLACK
1064561,F,WHITE
1064583,M,WHITE
1064715,M,BLACK
1064725,F,WHITE
1064729,M,BLACK
1064743,F,BLACK
1064776,M,UNKNOWN
1064854,M,BLACK
1065044,M,BLACK
1065120,F,UNKNOWN
1065152,M,WHITE
1065285,M,UNKNOWN
1065378,M,SPANISH (DO NOT USE)
1065387,F,BLACK
1065638,F,BLACK
1065668,X,UNKNOWN
1066216,X,UNKNOWN
1066507,F,UNKNOWN
1066925,F,WHITE
1066994,M,UNKNOWN
1066995,F,BLACK
1067085,M,BLACK
1067304,F,UNKNOWN
1067404,M,BLACK
1067649,M,BLACK
1067892,F,BLACK
1067892,M,BLACK
1067945,F,BLACK
1067963,X,UNKNOWN
1068238,M,UNKNOWN
1068329,M,UNKNOWN
1068970,M,UNKNOWN
1069169,M,WHITE HISPANIC
1069777,M,BLACK
1069838,M,BLACK
1070833,M,BLACK
1070868,M,BLACK
1070918,M,UNKNOWN
1071396,M,UNKNOWN
1071499,X,UNKNOWN
1071707,M,UNKNOWN
1071757,M,BLACK
1071899,M,BLACK
1071909,M,UNKNOWN
1071949,M,UNKNOWN
1072028,M,UNKNOWN
1072055,M,BLACK
1072470,F,BLACK
1072526,M,UNKNOWN
1072550,F,UNKNOWN
1072606,M,UNKNOWN
1072609,M,BLACK
1073254,M,UNKNOWN
1073278,M,UNKNOWN
1073289,M,UNKNOWN
1073477,M,UNKNOWN
1073563,M,UNKNOWN
1073567,M,UNKNOWN
1073833,M,BLACK
1038595,F,WHITE
1060701,F,BLACK
1060702,F,WHITE HISPANIC
1060704,M,BLACK
1060705,M,BLACK
1060710,F,BLACK
1060711,F,BLACK
1060714,M,BLACK
1060716,M,BLACK
1060720,F,BLACK
1060722,F,BLACK
1060723,M,WHITE
1060727,F,UNKNOWN
1060730,M,WHITE
1060731,F,BLACK
1060733,F,BLACK
1060735,M,WHITE
1060736,M,WHITE
1060737,M,BLACK
1060738,F,BLACK
1060742,M,WHITE
1060744,F,BLACK
1060748,M,BLACK
1060751,M,BLACK
1060753,M,WHITE HISPANIC
1060756,F,BLACK
1060757,F,SPANISH (DO NOT USE)
1060758,M,BLACK
1060759,F,BLACK
1060760,M,WHITE
1060763,F,WHITE HISPANIC
1060764,M,BLACK
1060765,F,BLACK
1060766,M,BLACK
1060768,M,BLACK
1060769,F,SPANISH (DO NOT USE)
1060770,F,BLACK
1060772,M,WHITE
1060774,M,SPANISH (DO NOT USE)
1060777,M,BLACK
1060778,F,BLACK
1060779,F,BLACK
1060781,F,WHITE HISPANIC
1060782,F,BLACK
1060783,F,BLACK
1060785,F,UNKNOWN
1060786,M,BLACK
1060788,M,WHITE
1060789,M,BLACK
1060795,M,BLACK
1060796,F,BLACK
1060797,F,BLACK
1060798,F,WHITE HISPANIC
1060799,F,BLACK
1060804,M,BLACK
1060805,F,BLACK
1060806,F,BLACK
1060807,M,BLACK
1060808,M,BLACK
1060809,M,WHITE
1060812,F,BLACK
1060813,M,BLACK
1060816,F,BLACK
1060817,F,WHITE
1060818,F,BLACK
1060820,M,BLACK
1060822,M,BLACK
1060826,M,BLACK
1060827,F,BLACK
1060829,F,BLACK
1060830,M,BLACK
1060832,F,WHITE
1060835,F,WHITE
1060846,F,BLACK
1060856,M,BLACK
1060859,F,BLACK
1060861,F,BLACK
1060864,F,WHITE HISPANIC
1060866,M,WHITE
1060868,M,WHITE HISPANIC
1060869,F,BLACK
1060876,F,WHITE HISPANIC
1060877,M,WHITE
1060883,F,WHITE
1060886,M,BLACK
1060889,F,BLACK
1060895,M,BLACK
1060896,F,WHITE
1060898,M,BLACK
1060906,M,UNKNOWN
1060907,M,BLACK
1060908,F,BLACK
1060909,F,BLACK
1060912,M,WHITE HISPANIC
1060915,M,WHITE
1060918,F,BLACK
1060922,F,BLACK
1060925,X,UNKNOWN
1060926,M,BLACK
1060927,F,WHITE HISPANIC
1060928,M,BLACK
1060929,M,WHITE
1060930,F,BLACK
1060931,F,WHITE HISPANIC
1060932,M,BLACK
1060934,M,WHITE HISPANIC
1060935,M,BLACK
1060937,F,WHITE HISPANIC
1060938,M,BLACK
1060939,F,BLACK
1060940,M,WHITE
1060941,F,WHITE
1060942,M,BLACK
1060943,M,WHITE
1060944,M,WHITE
1060945,F,BLACK
1060948,M,WHITE HISPANIC
1060952,F,WHITE
1060954,M,BLACK
1060957,M,BLACK
1060964,M,BLACK
1060967,M,WHITE
1060977,M,WHITE
1060979,F,BLACK
1060980,M,WHITE
1060982,M,UNKNOWN
1060983,M,BLACK
1060985,M,BLACK
1060987,F,BLACK
1060988,F,WHITE
1060990,M,WHITE
1060996,F,WHITE
1061000,F,BLACK
1061001,M,BLACK
1061005,M,BLACK
1061006,F,BLACK
1061010,M,SPANISH (DO NOT USE)
1061014,M,BLACK
1061015,F,BLACK
1061016,M,BLACK HISPANIC
1061019,M,BLACK
1061020,F,BLACK
1061021,M,WHITE
1061021,M,BLACK
1061023,M,BLACK
1061027,M,WHITE
1061031,M,WHITE
1061033,M,BLACK
1061036,F,BLACK
1061038,M,BLACK
1061039,M,BLACK
1061042,M,UNKNOWN
1061043,M,SPANISH (DO NOT USE)
1061046,M,BLACK
1061048,F,BLACK
1061051,M,UNKNOWN
1061055,F,BLACK
1061056,M,BLACK
1061058,F,UNKNOWN
1061063,M,WHITE
1061065,F,BLACK
1061066,M,BLACK
1061067,M,WHITE
1061068,F,BLACK
1061069,F,BLACK
1061070,F,BLACK
1061071,F,WHITE HISPANIC
1061072,F,WHITE
1061074,M,BLACK
1061080,F,WHITE HISPANIC
1061081,M,SPANISH (DO NOT USE)
1061082,F,WHITE HISPANIC
1061083,F,BLACK
1061085,M,BLACK
1061086,M,BLACK
1061087,M,WHITE HISPANIC
1061088,M,BLACK
1061090,F,BLACK
1061091,M,BLACK
1061092,M,BLACK
1061094,F,BLACK
1061098,M,BLACK
1061100,M,BLACK
1061102,F,UNKNOWN
1061104,F,WHITE HISPANIC
1061110,F,BLACK
1061111,M,BLACK
1061115,M,BLACK
1061116,M,WHITE
1061117,M,WHITE
1061119,F,WHITE
1061120,M,BLACK
1061121,F,BLACK
1061122,F,BLACK
1061125,M,WHITE
1061127,M,WHITE
1061128,M,BLACK
1061129,F,WHITE
1061131,M,BLACK
1061133,M,BLACK
1061137,M,BLACK
1061138,F,BLACK
1061141,M,BLACK
1061142,F,BLACK
1061143,M,BLACK
1061144,M,BLACK
1061145,M,BLACK
1061147,F,AMER IND/ALASKAN NATIVE
1061148,M,WHITE
1061150,M,BLACK
1061153,F,UNKNOWN
1061154,F,BLACK
1061155,M,BLACK
1061158,F,BLACK
1061161,M,WHITE HISPANIC
1061167,F,SPANISH (DO NOT USE)
1061168,M,BLACK
1061170,M,BLACK
1061171,M,WHITE
1061172,M,BLACK
1061173,M,ASIAN/PACIFIC ISLANDER
1061175,F,BLACK
1061177,M,BLACK
1061180,F,WHITE
1061181,F,BLACK
1061186,M,BLACK
1061194,F,WHITE
1061195,F,BLACK
1061200,F,BLACK
1061201,M,BLACK
1061202,M,BLACK
1061204,M,WHITE
1061205,M,BLACK
1061206,F,BLACK
1061207,M,BLACK
1061208,M,BLACK
1061214,F,BLACK
1061215,M,UNKNOWN
1061217,F,BLACK
1061219,M,WHITE HISPANIC
1061220,M,BLACK
1061223,M,WHITE
1061230,F,BLACK
1061231,M,BLACK
1061232,F,BLACK
1061236,F,BLACK
1061237,M,UNKNOWN
1061239,M,BLACK
1061241,F,BLACK
1061242,F,BLACK
1061244,M,BLACK
1061247,M,WHITE
1061248,M,WHITE
1061249,F,BLACK
1061250,F,WHITE HISPANIC
1061254,M,WHITE HISPANIC
1061255,F,BLACK
1061258,F,BLACK
1061259,M,BLACK
1061262,F,BLACK
1061263,M,BLACK
1061264,M,BLACK
1061266,M,WHITE
1061267,M,WHITE
1061268,M,WHITE
1061269,M,WHITE
1061270,M,WHITE
1061271,M,WHITE
1061272,F,WHITE
1061273,M,WHITE
1061274,M,WHITE
1061276,F,BLACK
1061278,F,WHITE
1061279,F,WHITE
1061280,F,BLACK
1061282,F,BLACK
1061288,M,BLACK
1061289,M,WHITE
1061290,M,BLACK
1061294,M,WHITE
1061295,M,WHITE
1061296,M,WHITE
1061297,F,BLACK
1061299,F,BLACK
1061301,M,WHITE HISPANIC
1061303,F,BLACK
1061304,M,WHITE
1061306,M,BLACK
1061308,M,WHITE HISPANIC
1061309,M,BLACK
1061310,M,WHITE
1061311,M,WHITE
1061312,M,WHITE
1061315,M,WHITE
1061316,M,WHITE
1061319,M,WHITE
1061321,M,WHITE
1061322,M,BLACK
1061323,M,WHITE
1061324,F,BLACK
1061325,M,SPANISH (DO NOT USE)
1061330,F,BLACK
1061330,M,BLACK
1061334,F,WHITE
1061335,F,BLACK
1061337,M,WHITE
1061338,M,WHITE
1061339,M,WHITE
1061340,M,BLACK
1061342,M,WHITE
1061345,F,WHITE
1061346,F,WHITE
1061347,F,WHITE
1061348,F,WHITE
1061351,F,WHITE
1061352,F,WHITE
1061353,M,WHITE
1061354,M,WHITE
1061356,F,WHITE
1061357,M,WHITE HISPANIC
1061358,M,WHITE HISPANIC
1061361,M,BLACK
1061363,M,BLACK
1061367,M,SPANISH (DO NOT USE)
1061369,M,WHITE
1061370,M,WHITE
1061372,F,BLACK
1061373,F,WHITE
1061374,M,SPANISH (DO NOT USE)
1061375,M,SPANISH (DO NOT USE)
1061377,M,SPANISH (DO NOT USE)
1061378,M,SPANISH (DO NOT USE)
1061380,F,WHITE
1061382,M,WHITE
1061384,F,BLACK
1061385,F,BLACK
1061386,F,BLACK
1061387,F,BLACK
1061388,F,BLACK
1061389,F,BLACK
1061390,F,BLACK
1061391,F,BLACK
1061392,F,BLACK
1061393,F,BLACK
1061394,F,BLACK
1061395,M,WHITE
1061395,F,BLACK
1061396,M,WHITE
1061399,M,WHITE
1061400,M,BLACK
1061401,M,WHITE
1061403,M,WHITE
1061404,M,WHITE
1061406,F,BLACK
1061407,M,BLACK
1061408,M,BLACK
1061409,M,BLACK
1061410,F,BLACK
1061411,M,BLACK
1061412,M,BLACK
1061414,M,BLACK
1061415,M,BLACK
1061417,F,BLACK
1061418,F,WHITE
1061419,F,BLACK
1061421,M,WHITE
1061422,M,BLACK
1061428,M,WHITE
1061430,M,WHITE
1061431,M,WHITE
1061432,M,WHITE
1061433,M,WHITE
1061436,M,BLACK
1061437,M,BLACK
1061438,M,BLACK
1061439,M,BLACK
1061440,M,BLACK
1061442,M,BLACK
1061448,F,BLACK
1061449,F,BLACK
1061450,M,BLACK
1061451,M,BLACK
1061454,M,BLACK
1061456,F,BLACK
1061458,F,BLACK
1061459,F,BLACK
1061460,F,BLACK
1061461,X,UNKNOWN
1061465,M,WHITE HISPANIC
1061467,F,BLACK
1061471,M,BLACK
1061473,F,BLACK
1061474,F,BLACK
1061476,M,BLACK
1061478,F,BLACK
1061480,M,WHITE HISPANIC
1061481,M,WHITE
1061484,M,BLACK
1061485,F,BLACK
1061486,M,BLACK
1061487,M,BLACK
1061489,F,BLACK
1061490,F,BLACK
1061491,F,BLACK
1061492,F,WHITE HISPANIC
1061493,M,BLACK
1061494,M,SPANISH (DO NOT USE)
1061497,F,UNKNOWN
1061497,M,WHITE HISPANIC
1061497,F,UNKNOWN
1061501,F,WHITE
1061502,F,ASIAN/PACIFIC ISLANDER
1061505,F,BLACK
1061506,M,BLACK
1061507,F,BLACK
1061508,F,BLACK
1061510,F,WHITE
1061511,F,BLACK
1061512,F,BLACK
1061514,F,BLACK
1061515,F,BLACK
1061517,M,BLACK
1061518,M,BLACK
1061519,M,WHITE
1061520,F,SPANISH (DO NOT USE)
1061525,F,BLACK
1061527,F,WHITE
1061528,F,WHITE
1061529,F,WHITE
1061531,M,BLACK
1061534,M,WHITE
1061536,F,BLACK
1061537,F,BLACK
1061539,M,WHITE HISPANIC
1061540,M,BLACK
1061542,M,WHITE
1061543,M,BLACK
1061548,F,BLACK
1061549,M,BLACK
1061550,F,WHITE HISPANIC
1061551,M,ASIAN/PACIFIC ISLANDER
1061552,F,BLACK
1061552,M,WHITE
1061555,M,BLACK
1061556,M,BLACK
1061557,F,BLACK
1061558,F,BLACK
1061561,M,WHITE HISPANIC
1061562,F,WHITE HISPANIC
1061563,M,BLACK
1061565,M,BLACK
1061566,F,BLACK
1061568,M,SPANISH (DO NOT USE)
1061570,F,BLACK
1061571,M,BLACK
1061572,F,BLACK
1061574,M,WHITE HISPANIC
1061575,M,BLACK
1061578,M,WHITE HISPANIC
1061581,F,BLACK
1061582,M,WHITE
1061585,F,BLACK
1061587,F,BLACK
1061591,M,WHITE
1061592,M,BLACK
1061595,M,WHITE
1061598,M,BLACK
1061599,F,BLACK
1061600,F,UNKNOWN
1061601,M,BLACK
1061602,F,BLACK
1061603,F,WHITE
1061604,F,WHITE
1061606,F,WHITE
1061612,M,WHITE
1061615,F,BLACK
1061618,M,WHITE
1061619,F,WHITE HISPANIC
1061620,M,WHITE
1061622,M,BLACK
1061623,F,BLACK
1061624,M,BLACK
1061627,F,BLACK
1061628,F,BLACK
1061629,M,UNKNOWN
1061633,M,BLACK
1061635,F,BLACK
1061636,F,BLACK
1061637,M,BLACK
1061638,M,BLACK
1061639,M,WHITE HISPANIC
1061641,M,SPANISH (DO NOT USE)
1061642,M,SPANISH (DO NOT USE)
1061644,F,BLACK
1061647,F,BLACK
1061648,F,BLACK
1061649,F,BLACK
1061650,M,WHITE
1061651,M,BLACK
1061653,M,BLACK
1061656,M,BLACK
1061657,F,BLACK
1061658,M,BLACK
1061659,F,BLACK
1061660,M,WHITE
1061663,F,BLACK
1061664,F,BLACK
1061666,F,BLACK
1061669,M,BLACK
1061670,M,BLACK
1061672,M,BLACK
1061673,F,WHITE
1061675,F,BLACK
1061676,F,WHITE
1061679,M,BLACK
1061680,F,UNKNOWN
1061687,F,BLACK
1061687,M,WHITE
1061688,F,BLACK
1061692,F,BLACK
1061694,M,WHITE HISPANIC
1061695,F,WHITE
1061697,M,BLACK
1061698,M,BLACK
1061699,M,WHITE
1061701,M,WHITE
1061703,F,BLACK
1061705,M,BLACK
1061706,F,BLACK
1061708,M,BLACK
1061709,F,BLACK
1061710,M,BLACK
1061712,F,WHITE
1061713,F,BLACK
1061714,M,BLACK
1061715,M,BLACK
1061718,M,BLACK
1061719,F,WHITE HISPANIC
1061721,M,BLACK
1061723,M,BLACK
1061725,M,BLACK
1061727,F,BLACK
1061728,M,WHITE
1061729,M,WHITE
1061730,M,WHITE
1061731,M,WHITE
1061732,M,BLACK
1061733,M,BLACK
1061734,M,BLACK
1061735,M,BLACK
1061736,M,BLACK
1061737,M,BLACK
1061738,M,WHITE
1061739,M,BLACK
1061740,M,BLACK
1061741,M,BLACK
1061742,F,BLACK
1061743,M,WHITE
1061744,M,WHITE
1061745,M,WHITE
1061746,M,WHITE
1061747,M,WHITE HISPANIC
1061748,M,BLACK
1061750,M,WHITE
1061751,M,WHITE
1061752,M,WHITE
1061753,M,WHITE
1061754,M,WHITE
1061755,F,WHITE
1061756,X,UNKNOWN
1061757,M,BLACK
1061758,M,WHITE
1061759,M,WHITE
1061762,F,WHITE
1061763,M,BLACK
1061764,F,BLACK
1061765,M,WHITE
1061766,M,WHITE
1061768,M,WHITE
1061769,M,BLACK
1061770,F,BLACK
1061772,M,BLACK
1061775,M,WHITE
1061776,M,WHITE
1061777,M,WHITE
1061778,M,BLACK
1061779,M,BLACK
1061780,M,SPANISH (DO NOT USE)
1061782,M,WHITE
1061783,F,WHITE
1061784,M,WHITE
1061785,M,WHITE
1061786,F,BLACK
1061787,M,WHITE
1061788,F,WHITE
1061789,F,BLACK HISPANIC
1061790,F,BLACK
1061792,M,WHITE
1061793,F,WHITE
1061794,F,WHITE
1061795,F,WHITE
1061796,F,WHITE
1061797,F,WHITE
1061798,F,WHITE
1061799,M,WHITE
1061800,M,BLACK
1061801,M,BLACK
1061802,M,BLACK
1061803,M,WHITE
1061804,M,WHITE
1061805,M,WHITE
1061806,M,WHITE
1061807,M,BLACK
1061811,M,BLACK
1061812,F,BLACK
1061816,F,BLACK
1061817,M,WHITE
1061818,M,WHITE
1061820,M,WHITE
1061823,M,BLACK
1061825,F,WHITE
1061826,M,UNKNOWN
1061828,M,WHITE
1061831,F,BLACK
1061832,F,WHITE
1061833,F,BLACK
1061834,F,BLACK
1061836,M,BLACK
1061837,M,WHITE
1061838,M,BLACK
1061842,M,SPANISH (DO NOT USE)
1061843,M,WHITE HISPANIC
1061844,M,UNKNOWN
1061845,M,BLACK
1061847,M,WHITE
1061848,M,WHITE
1061849,F,WHITE HISPANIC
1061851,F,BLACK
1061852,M,WHITE HISPANIC
1061853,M,WHITE
1061855,F,BLACK
1061856,F,BLACK
1061858,M,BLACK
1061860,M,WHITE
1061862,M,BLACK
1061864,F,BLACK
1061865,F,BLACK
1061866,M,BLACK
1061867,M,BLACK
1061869,M,BLACK
1061871,F,BLACK
1061872,F,BLACK
1061873,F,BLACK
1061874,F,BLACK
1061876,F,WHITE HISPANIC
1061878,M,BLACK
1061879,M,BLACK
1061880,F,UNKNOWN
1061881,M,BLACK
1061882,M,BLACK
1061885,F,WHITE
